event_id,event_date,latitude,longitude,state,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_15d,rainfall_30d,soil_moisture,soil_moisture_anomaly,elevation,slope,aspect,curvature,landslide,sample_type
APDA-NEG-00094,2010-04-03,28.0,93.75,Arunachal Pradesh,8.44,23.51,52.38,111.57,117.58,0.72,1.4667,576.05,30.81,45.85,0.021021,0,negative
APDA-NEG-01476,2017-04-06,30.5,80.0,Uttarakhand,14.5,28.33,28.47,29.79,51.3,0.55,0.3333,5403.64,16.29,342.16,0.008133,0,negative
7910,2015-08-01,24.348,94.115,Manipur,3.7,100.7,118.29,220.65,329.07,0.87,1.5219,1024.64,21.97,187.19,-0.011288,1,positive
APDA-NEG-01664,2018-04-27,30.5,80.0,Uttarakhand,0.42,0.43,2.69,5.09,42.5,0.55,0.3333,5403.64,16.29,342.16,0.008133,0,negative
7371,2015-08-01,23.994,94.057,Manipur,5.31,82.66,101.37,202.03,310.51,0.86,1.9581,989.16,7.63,159.15,-0.012634,1,positive
APDA-NEG-00454,2013-08-16,32.5,76.875,Himachal Pradesh,23.4,86.42,114.26,238.45,341.46,0.95,3.0,5101.1,32.0,358.76,0.004829,0,negative
APDA-NEG-00976,2007-07-27,25.5,92.5,Meghalaya,20.88,86.34,134.91,245.77,368.93,0.94,2.9333,1063.07,25.33,13.62,-0.014165,0,negative
APDA-NEG-00898,2011-06-28,24.5,93.125,Manipur,13.69,72.4,117.07,181.68,298.53,0.87,2.4667,489.42,31.49,307.92,0.01086,0,negative
APDA-NEG-00130,2016-04-22,29.0,96.25,Arunachal Pradesh,2.85,35.24,45.16,103.72,144.05,0.83,2.2,4424.4,28.85,66.8,0.001741,0,negative
APDA-NEG-00362,2016-09-02,33.0,77.5,Himachal Pradesh,2.35,8.99,25.48,49.07,104.58,0.65,1.0,5155.49,22.24,314.26,0.012153,0,negative
4924,2013-06-17,30.735,79.067,Uttarakhand,57.07,228.69,303.23,328.26,336.01,0.91,2.6617,3547.79,2.66,347.7,0.00333,1,positive
4928,2013-06-16,30.462,79.077,Uttarakhand,116.18,191.89,260.12,271.19,278.94,0.93,2.8143,1020.84,39.52,273.72,0.005827,1,positive
APDA-NEG-00102,2013-08-01,28.5,95.625,Arunachal Pradesh,0.46,23.83,37.95,216.83,350.8,0.9,2.6667,2215.04,37.28,283.93,-0.000253,0,negative
APDA-NEG-00230,2014-09-22,27.0,94.375,Assam,17.23,68.81,102.56,225.45,314.66,0.94,2.9333,86.0,0.0,0.0,0.0,0,negative
APDA-NEG-01182,2017-06-24,26.0,95.0,Nagaland,24.08,60.1,82.64,162.69,306.66,0.93,2.8667,1150.77,10.47,188.47,-0.011555,0,negative
APDA-NEG-00308,2017-04-04,25.0,90.625,Assam,15.92,83.76,212.66,326.58,418.81,0.83,2.2,9.45,0.41,97.51,-0.000647,0,negative
APDA-NEG-00832,2017-06-27,24.5,94.375,Manipur,1.64,12.33,68.69,118.79,279.0,0.77,1.8,319.22,17.67,30.12,-0.00491,0,negative
APDA-NEG-00857,2015-06-19,24.5,93.125,Manipur,5.92,12.23,54.18,194.24,342.73,0.82,2.1333,489.42,31.49,307.92,0.01086,0,negative
5215,2013-07-27,30.452,78.754,Uttarakhand,2.09,8.34,82.42,231.18,407.7,0.94,1.1568,2025.68,19.88,31.56,0.000584,1,positive
APDA-NEG-00786,2015-08-01,25.0,93.125,Manipur,13.93,93.0,107.23,259.26,462.73,0.95,3.0,275.9,30.23,93.66,-0.002097,0,negative
APDA-NEG-01299,2007-09-07,27.15,88.1,Sikkim,42.18,104.01,140.79,202.29,332.25,0.93,2.8667,2395.93,26.81,256.33,0.013169,0,negative
APDA-NEG-00834,2010-10-08,24.0,94.375,Manipur,65.32,120.02,126.11,144.81,212.21,0.88,2.5333,308.07,14.0,233.72,-0.007124,0,negative
APDA-NEG-01216,2017-04-07,26.0,95.0,Nagaland,4.72,6.28,77.94,140.3,182.02,0.8,2.0,1150.77,10.47,188.47,-0.011555,0,negative
APDA-NEG-00772,2017-07-09,24.5,93.125,Manipur,9.71,42.19,100.11,231.22,524.05,0.95,3.0,489.42,31.49,307.92,0.01086,0,negative
APDA-NEG-01329,2010-07-21,27.15,88.1,Sikkim,17.74,87.19,185.76,322.88,555.74,0.94,2.9333,2395.93,26.81,256.33,0.013169,0,negative
APDA-NEG-00984,2019-07-09,25.0,90.625,Meghalaya,115.12,216.72,280.01,534.83,801.96,0.98,3.2,9.45,0.41,97.51,-0.000647,0,negative
APDA-NEG-01327,2010-06-01,27.15,88.1,Sikkim,2.67,17.32,37.48,121.37,185.33,0.59,0.6,2395.93,26.81,256.33,0.013169,0,negative
APDA-NEG-01573,2011-07-21,31.0,79.375,Uttarakhand,1.75,26.87,58.37,83.01,173.69,0.78,1.8667,5085.99,17.29,81.7,0.00088,0,negative
APDA-NEG-01774,2013-07-12,30.5,80.0,Uttarakhand,1.42,8.12,62.21,85.38,282.35,0.79,1.9333,5403.64,16.29,342.16,0.008133,0,negative
APDA-NEG-01348,2017-05-26,27.15,88.1,Sikkim,11.5,17.77,37.86,101.18,174.78,0.62,0.8,2395.93,26.81,256.33,0.013169,0,negative
APDA-NEG-00670,2013-08-21,32.5,76.875,Himachal Pradesh,8.05,19.39,129.06,203.02,357.33,0.95,3.0,5101.1,32.0,358.76,0.004829,0,negative
APDA-NEG-00620,2018-08-14,32.5,76.875,Himachal Pradesh,4.72,60.62,84.32,165.64,348.47,0.91,2.7333,5101.1,32.0,358.76,0.004829,0,negative
APDA-NEG-01494,2015-03-31,30.5,77.5,Uttarakhand,0.0,13.81,13.83,13.93,96.52,0.51,0.0667,425.48,0.38,300.89,0.001817,0,negative
APDA-NEG-01845,2018-08-09,29.5,80.625,Uttarakhand,0.52,7.01,72.43,175.42,332.93,0.77,1.8,2217.17,32.44,5.59,0.001258,0,negative
APDA-NEG-01146,2013-08-04,25.5,94.375,Nagaland,9.27,14.56,45.23,93.41,296.08,0.87,2.4667,1690.52,34.92,313.33,-0.003122,0,negative
APDA-NEG-00479,2011-07-15,31.5,78.75,Himachal Pradesh,22.18,31.73,46.59,84.58,176.21,0.8,2.0,4989.8,15.71,68.13,-0.003931,0,negative
APDA-NEG-01345,2011-07-20,27.15,88.7632,Sikkim,13.06,61.35,107.98,206.34,493.9,0.88,2.5333,2635.98,24.27,20.83,-0.003513,0,negative
14598,2018-09-26,32.345,76.521,Himachal Pradesh,0.0,32.82,146.36,216.93,312.06,0.95,1.7483,2162.9,29.97,136.59,-0.003199,1,positive
7264,2015-07-22,25.454,93.983,Manipur,10.3,41.39,117.9,173.9,325.49,0.84,1.3821,1795.96,26.3,268.53,-0.006582,1,positive
APDA-NEG-00995,2015-08-18,26.0,91.25,Meghalaya,25.56,49.37,71.99,119.87,223.78,0.83,2.2,43.29,0.09,114.93,-0.000208,0,negative
APDA-NEG-01740,2013-07-25,30.5,80.0,Uttarakhand,6.72,15.73,63.56,108.41,198.9,0.83,2.2,5403.64,16.29,342.16,0.008133,0,negative
APDA-NEG-00476,2018-10-09,32.5,76.875,Himachal Pradesh,0.03,0.1,0.1,13.28,209.66,0.91,2.7333,5101.1,32.0,358.76,0.004829,0,negative
APDA-NEG-00242,2014-09-22,25.5,92.5,Assam,46.97,113.14,185.52,230.78,355.56,0.96,3.0667,1063.07,25.33,13.62,-0.014165,0,negative
APDA-NEG-00549,2013-07-07,32.5,76.875,Himachal Pradesh,14.68,35.18,39.78,67.56,230.0,0.78,1.8667,5101.1,32.0,358.76,0.004829,0,negative
3662,2011-06-28,25.036,94.014,Manipur,12.9,73.66,106.5,169.55,275.16,0.87,1.543,863.33,28.71,225.57,-0.001806,1,positive
APDA-NEG-00796,2017-07-08,24.0,94.375,Manipur,14.74,46.15,85.77,154.57,271.4,0.76,1.7333,308.07,14.0,233.72,-0.007124,0,negative
APDA-NEG-00435,2010-09-19,32.5,76.875,Himachal Pradesh,13.67,17.45,26.88,102.2,203.32,0.89,2.6,5101.1,32.0,358.76,0.004829,0,negative
APDA-NEG-00458,2010-10-15,32.0,78.125,Himachal Pradesh,0.0,0.0,0.0,1.32,67.2,0.76,1.7333,5347.43,45.52,279.8,-0.005436,0,negative
APDA-NEG-00437,2010-09-19,31.5,78.75,Himachal Pradesh,35.37,69.66,97.85,170.04,325.29,0.92,2.8,4989.8,15.71,68.13,-0.003931,0,negative
10988,2017-07-09,25.826,91.871,Meghalaya,29.23,53.4,157.47,252.55,611.73,0.95,1.6752,619.91,18.49,64.07,-0.007119,1,positive
APDA-NEG-00311,2017-06-04,27.0,94.375,Assam,20.03,74.49,139.48,238.26,369.7,0.85,2.3333,86.0,0.0,0.0,0.0,0,negative
APDA-NEG-00494,2015-08-12,32.0,78.125,Himachal Pradesh,3.89,17.15,62.66,122.59,208.3,0.85,2.3333,5347.43,45.52,279.8,-0.005436,0,negative
APDA-NEG-01736,2013-06-17,29.5,78.75,Uttarakhand,63.16,240.74,300.2,327.14,336.92,0.87,2.4667,285.78,7.49,11.54,0.004111,0,negative
9706,2017-06-06,30.336,79.32,Uttarakhand,16.5,17.0,23.02,53.47,86.63,0.6,1.0873,947.99,38.59,297.76,-0.000426,1,positive
APDA-NEG-01698,2015-07-24,29.0,79.375,Uttarakhand,8.12,15.32,21.19,195.91,534.27,0.76,1.7333,215.32,0.43,292.55,0.001399,0,negative
APDA-NEG-00873,2015-08-01,24.5,94.375,Manipur,3.7,100.7,118.29,220.65,329.07,0.87,2.4667,319.22,17.67,30.12,-0.00491,0,negative
APDA-NEG-00809,2010-10-08,24.5,94.375,Manipur,81.19,144.74,150.78,174.12,262.99,0.96,3.0667,319.22,17.67,30.12,-0.00491,0,negative
APDA-NEG-00804,2018-05-10,24.5,94.375,Manipur,7.38,23.09,104.89,146.08,195.86,0.73,1.5333,319.22,17.67,30.12,-0.00491,0,negative
2135,2010-07-25,32.207,76.364,Himachal Pradesh,1.8,2.67,189.73,256.11,330.25,0.76,1.0141,1315.0,5.19,292.95,-0.005721,1,positive
APDA-NEG-01485,2010-08-26,29.0,79.375,Uttarakhand,14.43,43.53,163.48,248.18,543.93,0.9,2.6667,215.32,0.43,292.55,0.001399,0,negative
APDA-NEG-00126,2017-07-05,28.0,93.75,Arunachal Pradesh,17.03,69.48,232.28,343.76,526.84,0.95,3.0,576.05,30.81,45.85,0.021021,0,negative
APDA-NEG-01091,2017-06-01,23.5,92.5,Mizoram,76.43,177.44,204.66,282.31,380.85,0.95,3.0,697.5,31.7,35.92,-0.007925,0,negative
798,2008-09-19,31.587,78.315,Himachal Pradesh,19.21,28.32,30.56,49.6,91.86,0.76,0.5671,2795.18,32.44,255.51,0.003555,1,positive
7110,2015-04-30,30.557,79.554,Uttarakhand,1.82,2.92,4.62,9.36,44.09,0.59,1.2394,1882.73,18.59,157.44,0.000564,1,positive
APDA-NEG-01344,2010-06-01,27.15,88.7632,Sikkim,3.63,17.85,37.98,126.28,189.41,0.58,0.5333,2635.98,24.27,20.83,-0.003513,0,negative
8995,2016-07-14,26.196,91.807,Assam,7.89,16.48,48.2,192.24,419.39,0.92,1.0398,189.19,22.67,57.6,-0.0015,1,positive
11357,2018-05-18,24.025,91.497,Tripura,57.59,150.03,200.91,424.96,737.87,0.94,2.2049,116.26,12.55,174.81,0.010526,1,positive
2263,2010-08-17,26.275,94.665,Nagaland,17.35,49.71,103.86,133.22,284.05,0.93,1.0756,1145.88,28.69,233.64,-0.00117,1,positive
APDA-NEG-01773,2015-08-15,29.5,80.625,Uttarakhand,4.55,10.65,23.97,55.79,130.14,0.71,1.4,2217.17,32.44,5.59,0.001258,0,negative
2578,2010-10-09,25.318,94.046,Manipur,26.82,107.81,120.26,149.78,258.3,0.94,2.1942,997.19,17.0,271.62,0.00584,1,positive
APDA-NEG-01730,2011-07-10,31.0,79.375,Uttarakhand,7.0,11.63,41.51,80.61,129.72,0.75,1.6667,5085.99,17.29,81.7,0.00088,0,negative
APDA-NEG-00586,2013-06-12,33.0,77.5,Himachal Pradesh,5.39,10.27,10.6,13.29,17.45,0.46,-0.2667,5155.49,22.24,314.26,0.012153,0,negative
9953,2016-09-02,31.957,77.11,Himachal Pradesh,2.98,20.97,60.14,117.26,253.14,0.89,0.6152,1221.8,7.4,97.23,-0.006018,1,positive
APDA-NEG-00881,2015-08-01,24.5,94.375,Manipur,3.7,100.7,118.29,220.65,329.07,0.87,2.4667,319.22,17.67,30.12,-0.00491,0,negative
APDA-NEG-00147,2018-09-14,29.0,96.25,Arunachal Pradesh,2.86,44.13,116.59,144.18,200.82,0.9,2.6667,4424.4,28.85,66.8,0.001741,0,negative
APDA-NEG-01165,2011-07-01,27.0,95.0,Nagaland,34.96,63.68,73.72,146.98,312.22,0.87,2.4667,117.36,3.0,28.88,0.00233,0,negative
6200,2014-08-17,27.087,93.609,Arunachal Pradesh,4.65,43.69,146.25,235.39,447.42,0.91,0.6013,315.83,3.23,285.01,0.00299,1,positive
7266,2015-07-22,25.51,93.879,Manipur,10.3,41.39,117.9,173.9,325.49,0.84,1.3821,1638.5,3.93,284.64,-0.00352,1,positive
11169,2017-07-09,27.06,93.501,Arunachal Pradesh,89.73,153.24,228.74,445.92,671.15,0.97,2.1188,265.68,29.76,15.58,-0.00224,1,positive
APDA-NEG-00282,2010-06-15,26.5,94.375,Assam,40.07,75.47,135.07,260.58,370.59,0.91,2.7333,307.93,20.68,270.76,-0.012984,0,negative
9008,2016-07-16,30.335,78.511,Uttarakhand,46.34,65.57,77.47,131.19,168.18,0.87,0.7194,1482.83,20.47,44.93,-0.000788,1,positive
APDA-NEG-00021,2011-03-22,28.0,93.75,Arunachal Pradesh,0.94,20.88,59.21,66.76,73.33,0.7,1.3333,576.05,30.81,45.85,0.021021,0,negative
7224,2015-07-19,30.73,78.438,Uttarakhand,0.64,11.66,57.37,228.45,348.13,0.86,0.553,1120.9,14.2,339.56,0.007842,1,positive
APDA-NEG-01658,2017-05-20,29.5,78.75,Uttarakhand,1.25,6.22,11.26,14.32,20.86,0.3,-1.3333,285.78,7.49,11.54,0.004111,0,negative
APDA-NEG-01491,2010-09-03,29.0,79.375,Uttarakhand,28.6,144.07,168.08,360.81,507.38,0.94,2.9333,215.32,0.43,292.55,0.001399,0,negative
3577,2011-06-07,30.532,79.354,Uttarakhand,1.77,14.76,28.51,86.23,95.68,0.64,1.3273,2688.4,41.29,142.02,-0.00706,1,positive
142,2007-07-27,25.521,90.232,Meghalaya,34.65,104.6,170.2,385.05,452.12,0.94,0.9476,576.79,28.02,300.1,-0.00347,1,positive
APDA-NEG-01171,2011-08-18,26.5,94.375,Nagaland,9.91,53.4,132.89,201.75,353.47,0.93,2.8667,307.93,20.68,270.76,-0.012984,0,negative
APDA-NEG-00816,2010-10-08,25.0,93.125,Manipur,86.18,138.2,141.73,190.96,313.55,0.99,3.2667,275.9,30.23,93.66,-0.002097,0,negative
APDA-NEG-00337,2007-08-12,32.5,78.125,Himachal Pradesh,7.75,15.84,25.88,66.16,89.93,0.54,0.2667,5364.12,23.0,184.14,0.001507,0,negative
APDA-NEG-01423,2007-07-30,30.5,77.5,Uttarakhand,53.78,73.54,103.01,186.08,415.1,0.86,2.4,425.48,0.38,300.89,0.001817,0,negative
APDA-NEG-00543,2013-07-07,30.5,76.875,Himachal Pradesh,21.22,30.16,44.26,103.86,368.09,0.65,1.0,298.08,0.59,195.1,0.000987,0,negative
APDA-NEG-01035,2007-07-30,22.5,93.125,Mizoram,0.31,3.17,25.87,143.21,228.9,0.72,1.4667,448.6,33.09,143.87,-0.000616,0,negative
7226,2015-07-18,32.224,76.323,Himachal Pradesh,32.47,106.08,170.29,279.82,362.12,0.84,1.8715,1476.51,14.47,4.81,-0.00121,1,positive
10989,2017-02-15,25.518,91.963,Meghalaya,0.0,0.0,0.0,1.16,1.25,0.75,-0.0059,1611.12,7.9,93.72,-0.003867,1,positive
APDA-NEG-01506,2013-07-24,30.5,80.0,Uttarakhand,7.72,17.62,60.91,105.52,226.67,0.83,2.2,5403.64,16.29,342.16,0.008133,0,negative
2243,2010-08-13,25.702,94.046,Nagaland,10.61,13.72,16.8,70.99,191.18,0.84,1.0749,1010.02,13.54,116.04,0.007562,1,positive
APDA-NEG-01529,2011-02-23,31.0,79.375,Uttarakhand,0.0,0.0,0.22,13.91,19.85,0.73,1.5333,5085.99,17.29,81.7,0.00088,0,negative
10967,2017-07-10,24.372,93.707,Manipur,11.11,46.8,119.03,222.79,408.92,0.94,1.9669,803.49,5.45,143.39,0.006766,1,positive
APDA-NEG-00495,2011-08-13,32.5,76.875,Himachal Pradesh,5.93,49.44,107.81,137.53,246.72,0.86,2.4,5101.1,32.0,358.76,0.004829,0,negative
10855,2017-04-18,31.764,77.292,Himachal Pradesh,0.0,0.0,0.5,52.42,52.99,0.7,0.8213,1716.52,42.59,235.45,0.001444,1,positive
5224,2013-07-28,29.996,80.201,Uttarakhand,14.7,19.55,77.02,204.52,357.45,0.93,1.5987,2051.63,52.64,351.04,0.014129,1,positive
APDA-NEG-00693,2017-09-02,32.5,76.875,Himachal Pradesh,6.19,32.49,46.42,77.22,179.43,0.88,2.5333,5101.1,32.0,358.76,0.004829,0,negative
APDA-NEG-00990,2015-06-13,26.0,90.625,Meghalaya,11.19,106.7,179.72,241.19,414.66,0.8,2.0,62.04,6.07,73.96,0.000375,0,negative
APDA-NEG-00228,2013-10-06,26.5,94.375,Assam,12.27,52.77,59.39,100.92,151.11,0.92,2.8,307.93,20.68,270.76,-0.012984,0,negative
5181,2013-07-24,30.273,79.233,Uttarakhand,15.7,26.23,96.52,169.02,342.6,0.92,1.7763,1050.79,43.28,194.87,-0.011462,1,positive
2137,2010-07-25,30.559,77.289,Himachal Pradesh,6.05,15.81,128.41,188.86,382.47,0.78,0.5698,887.77,10.08,298.15,-0.002344,1,positive
APDA-NEG-01702,2013-08-05,29.5,80.625,Uttarakhand,9.38,21.01,44.2,145.29,394.77,0.9,2.6667,2217.17,32.44,5.59,0.001258,0,negative
6015,2014-05-08,27.903,96.174,Arunachal Pradesh,33.77,55.08,62.54,77.05,98.57,0.73,0.4611,196.5,3.87,201.79,0.003916,1,positive
APDA-NEG-01060,2018-05-12,24.0,93.125,Mizoram,4.05,35.94,108.89,209.6,291.34,0.8,2.0,1156.07,10.45,264.05,-0.013664,0,negative
APDA-NEG-00165,2009-08-20,26.5,94.375,Assam,30.86,57.56,111.63,269.24,420.53,0.93,2.8667,307.93,20.68,270.76,-0.012984,0,negative
3759,2011-07-11,30.506,79.113,Uttarakhand,4.67,27.47,82.35,156.16,253.08,0.81,1.0862,1974.57,8.59,49.99,-8.3e-05,1,positive
APDA-NEG-01173,2013-06-07,25.5,94.375,Nagaland,5.28,14.76,17.93,42.86,159.46,0.77,1.8,1690.52,34.92,313.33,-0.003122,0,negative
APDA-NEG-01461,2010-08-09,29.5,80.625,Uttarakhand,12.1,18.02,37.31,190.96,371.99,0.81,2.0667,2217.17,32.44,5.59,0.001258,0,negative
APDA-NEG-00996,2015-06-16,25.5,90.625,Meghalaya,21.68,50.21,257.7,302.63,495.27,0.95,3.0,263.81,5.53,161.64,-0.002985,0,negative
APDA-NEG-00602,2010-09-19,32.5,76.875,Himachal Pradesh,13.67,17.45,26.88,102.2,203.32,0.89,2.6,5101.1,32.0,358.76,0.004829,0,negative
APDA-NEG-01340,2018-09-14,27.5,88.75,Sikkim,9.44,30.49,89.46,169.76,367.51,0.94,2.9333,3955.2,32.18,303.05,-0.003542,0,negative
APDA-NEG-01822,2013-07-12,30.5,77.5,Uttarakhand,2.87,9.3,133.23,188.65,750.5,0.87,2.4667,425.48,0.38,300.89,0.001817,0,negative
APDA-NEG-00902,2013-08-15,24.0,94.375,Manipur,4.48,66.29,77.26,149.17,208.41,0.76,1.7333,308.07,14.0,233.72,-0.007124,0,negative
APDA-NEG-00294,2007-07-19,26.5,94.375,Assam,9.79,33.63,70.03,125.97,230.51,0.81,2.0667,307.93,20.68,270.76,-0.012984,0,negative
APDA-NEG-01008,2010-06-28,25.0,90.625,Meghalaya,32.65,105.46,127.98,231.7,527.9,0.92,2.8,9.45,0.41,97.51,-0.000647,0,negative
APDA-NEG-01338,2007-09-10,27.15,88.1,Sikkim,8.67,19.57,138.33,203.22,341.11,0.91,2.7333,2395.93,26.81,256.33,0.013169,0,negative
9892,2016-08-21,31.452,78.401,Himachal Pradesh,8.36,16.46,33.15,96.6,261.73,0.86,1.1344,5894.65,39.31,16.09,-0.013285,1,positive
4914,2013-06-13,30.739,78.531,Uttarakhand,60.54,87.48,106.93,120.78,122.19,0.82,1.6899,1301.52,3.59,180.38,-0.0022,1,positive
APDA-NEG-01674,2010-09-03,31.0,79.375,Uttarakhand,11.09,38.03,60.49,138.53,230.98,0.86,2.4,5085.99,17.29,81.7,0.00088,0,negative
APDA-NEG-01700,2013-08-18,29.5,78.75,Uttarakhand,3.79,61.41,115.6,246.79,470.03,0.92,2.8,285.78,7.49,11.54,0.004111,0,negative
APDA-NEG-00691,2017-08-22,33.0,77.5,Himachal Pradesh,0.79,2.81,7.67,23.34,90.04,0.64,0.9333,5155.49,22.24,314.26,0.012153,0,negative
7676,2015-08-12,32.176,76.308,Himachal Pradesh,16.56,24.51,54.39,81.14,248.86,0.81,0.6999,960.41,16.01,279.12,-0.004855,1,positive
725,2008-08-17,31.1,77.16,Himachal Pradesh,7.29,41.42,182.94,320.47,432.56,0.91,1.8298,1959.45,14.05,22.19,-0.003983,1,positive
APDA-NEG-00955,2018-06-03,24.5,94.375,Manipur,8.28,21.82,28.46,46.89,145.59,0.68,1.2,319.22,17.67,30.12,-0.00491,0,negative
14520,2018-09-14,27.104,93.645,Arunachal Pradesh,9.23,51.23,122.39,200.94,432.66,0.94,1.1949,359.58,23.86,139.25,-0.002894,1,positive
APDA-NEG-00993,2015-06-16,25.0,90.625,Meghalaya,17.8,47.82,288.63,325.55,514.31,0.9,2.6667,9.45,0.41,97.51,-0.000647,0,negative
11164,2017-07-09,27.107,93.652,Arunachal Pradesh,89.73,153.24,228.74,445.92,671.15,0.97,2.1188,333.11,18.21,251.5,-0.003809,1,positive
APDA-NEG-00113,2017-06-21,27.0,94.375,Arunachal Pradesh,7.1,15.83,82.55,150.42,355.1,0.82,2.1333,86.0,0.0,0.0,0.0,0,negative
APDA-NEG-00915,2017-03-30,24.0,93.125,Manipur,45.6,54.53,61.95,70.57,133.51,0.74,1.6,1156.07,10.45,264.05,-0.013664,0,negative
9252,2016-07-28,27.575,91.864,Arunachal Pradesh,14.04,27.35,78.71,151.69,240.45,0.87,1.7652,2698.92,13.02,104.21,0.004858,1,positive
10006,2017-07-05,29.889,80.565,Uttarakhand,16.63,35.24,51.71,66.7,103.95,0.66,0.9594,1219.8,44.11,67.85,0.001582,1,positive
14516,2018-09-26,31.467,76.263,Himachal Pradesh,0.0,91.86,196.94,236.15,342.88,0.87,2.395,368.16,0.72,306.93,-0.000768,1,positive
APDA-NEG-00678,2015-07-26,32.5,78.125,Himachal Pradesh,8.18,11.84,24.3,85.76,203.52,0.7,1.3333,5364.12,23.0,184.14,0.001507,0,negative
868,2008-10-29,26.333,91.25,Assam,0.03,26.54,52.6,52.6,115.12,0.7,-0.3813,41.34,0.4,319.39,0.000291,1,positive
APDA-NEG-01608,2009-08-08,31.0,79.375,Uttarakhand,3.02,34.55,38.21,81.62,122.67,0.68,1.2,5085.99,17.29,81.7,0.00088,0,negative
APDA-NEG-00780,2015-08-01,24.5,94.375,Manipur,3.7,100.7,118.29,220.65,329.07,0.87,2.4667,319.22,17.67,30.12,-0.00491,0,negative
APDA-NEG-01688,2010-08-16,29.5,80.625,Uttarakhand,1.98,7.26,32.14,73.45,362.74,0.79,1.9333,2217.17,32.44,5.59,0.001258,0,negative
APDA-NEG-00068,2008-06-14,27.0,94.375,Arunachal Pradesh,37.41,80.01,153.37,262.84,432.09,0.87,2.4667,86.0,0.0,0.0,0.0,0,negative
APDA-NEG-00746,2018-09-26,33.0,77.5,Himachal Pradesh,0.04,29.73,81.41,91.76,124.74,0.71,1.4,5155.49,22.24,314.26,0.012153,0,negative
285,2007-09-29,24.129,92.692,Mizoram,4.42,4.61,5.81,15.48,252.3,0.85,0.2582,833.09,17.16,115.74,0.001875,1,positive
APDA-NEG-01195,2013-08-04,27.0,95.0,Nagaland,7.48,8.99,45.14,158.95,307.96,0.9,2.6667,117.36,3.0,28.88,0.00233,0,negative
APDA-NEG-01470,2011-07-21,31.0,79.375,Uttarakhand,1.75,26.87,58.37,83.01,173.69,0.78,1.8667,5085.99,17.29,81.7,0.00088,0,negative
12882,2018-08-29,30.359,78.377,Uttarakhand,14.46,36.57,96.46,166.5,440.98,0.94,0.9619,1495.77,39.82,22.11,0.001703,1,positive
APDA-NEG-00655,2017-01-26,32.0,78.125,Himachal Pradesh,30.85,61.6,61.6,83.29,135.62,0.62,0.8,5347.43,45.52,279.8,-0.005436,0,negative
APDA-NEG-00894,2007-10-19,24.0,93.75,Manipur,4.0,5.15,44.04,96.02,105.53,0.65,1.0,938.27,22.91,215.12,-0.015373,0,negative
APDA-NEG-00660,2011-08-07,32.5,76.875,Himachal Pradesh,12.11,24.27,36.87,91.1,194.63,0.8,2.0,5101.1,32.0,358.76,0.004829,0,negative
APDA-NEG-01438,2013-08-05,29.5,80.625,Uttarakhand,9.38,21.01,44.2,145.29,394.77,0.9,2.6667,2217.17,32.44,5.59,0.001258,0,negative
APDA-NEG-00034,2017-07-01,28.0,93.75,Arunachal Pradesh,65.0,143.07,211.58,349.11,519.06,0.96,3.0667,576.05,30.81,45.85,0.021021,0,negative
APDA-NEG-00496,2015-07-26,33.0,77.5,Himachal Pradesh,5.48,8.32,22.33,62.63,148.58,0.67,1.1333,5155.49,22.24,314.26,0.012153,0,negative
APDA-NEG-00215,2013-05-11,27.0,94.375,Assam,12.93,23.68,47.03,149.49,236.04,0.68,1.2,86.0,0.0,0.0,0.0,0,negative
APDA-NEG-00770,2013-05-12,24.0,93.125,Manipur,8.33,52.71,141.9,268.6,322.27,0.81,2.0667,1156.07,10.45,264.05,-0.013664,0,negative
APDA-NEG-01115,2008-08-07,25.5,94.375,Nagaland,0.58,14.37,36.41,94.74,209.37,0.77,1.8,1690.52,34.92,313.33,-0.003122,0,negative
APDA-NEG-01769,2015-08-15,29.0,79.375,Uttarakhand,18.8,25.88,58.82,121.16,171.79,0.77,1.8,215.32,0.43,292.55,0.001399,0,negative
APDA-NEG-01715,2013-10-18,30.5,77.5,Uttarakhand,0.0,0.51,0.77,15.24,67.73,0.77,1.8,425.48,0.38,300.89,0.001817,0,negative
APDA-NEG-01335,2010-08-27,27.15,88.1,Sikkim,32.92,83.7,166.4,347.84,447.01,0.95,3.0,2395.93,26.81,256.33,0.013169,0,negative
APDA-NEG-01677,2013-07-26,30.5,77.5,Uttarakhand,0.73,23.53,92.78,248.64,448.38,0.9,2.6667,425.48,0.38,300.89,0.001817,0,negative
APDA-NEG-01281,2017-09-30,27.0,94.375,Nagaland,16.66,60.05,72.61,127.32,308.81,0.94,2.9333,86.0,0.0,0.0,0.0,0,negative
9087,2016-07-19,28.235,94.961,Arunachal Pradesh,14.48,89.14,199.95,270.29,589.71,0.95,0.907,314.7,44.76,165.92,-0.001882,1,positive
3752,2011-07-09,31.019,78.413,Uttarakhand,7.4,13.85,64.38,136.06,223.42,0.82,1.0774,3256.31,43.8,27.88,0.000398,1,positive
APDA-NEG-00706,2013-06-15,33.0,77.5,Himachal Pradesh,6.25,21.36,31.89,33.99,38.29,0.48,-0.1333,5155.49,22.24,314.26,0.012153,0,negative
APDA-NEG-01537,2011-06-07,31.0,79.375,Uttarakhand,1.77,10.19,19.87,59.24,65.31,0.7,1.3333,5085.99,17.29,81.7,0.00088,0,negative
