event_id,event_date,latitude,longitude,state,source_catalog,source_dataset,sample_type,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_15d,rainfall_30d,soil_moisture,soil_moisture_anomaly,elevation,slope,aspect,curvature,landslide
APDA-NEG-00492,2018-10-10,32.5,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.73,0.74,0.74,11.51,130.37,0.78,1.8667,5364.12,23.0,184.14,0.001507,0
APDA-NEG-00493,2011-08-07,32.5,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.67,6.66,10.65,57.34,106.74,0.53,0.2,5364.12,23.0,184.14,0.001507,0
APDA-NEG-00494,2015-08-12,32.0,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,3.89,17.15,62.66,122.59,208.3,0.85,2.3333,5347.43,45.52,279.8,-0.005436,0
APDA-NEG-00495,2011-08-13,32.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,5.93,49.44,107.81,137.53,246.72,0.86,2.4,5101.1,32.0,358.76,0.004829,0
APDA-NEG-00496,2015-07-26,33.0,77.5,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,5.48,8.32,22.33,62.63,148.58,0.67,1.1333,5155.49,22.24,314.26,0.012153,0
APDA-NEG-00497,2012-02-16,31.5,78.75,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.0,0.0,0.34,1.91,2.05,0.7,1.3333,4989.8,15.71,68.13,-0.003931,0
APDA-NEG-00498,2018-09-23,33.0,77.5,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,29.34,51.68,51.68,69.03,99.52,0.69,1.2667,5155.49,22.24,314.26,0.012153,0
APDA-NEG-00499,2012-07-05,30.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.21,11.16,24.09,47.29,54.57,0.31,-1.2667,298.08,0.59,195.1,0.000987,0
APDA-NEG-00500,2008-09-19,31.5,78.75,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,22.81,33.65,36.11,57.99,104.94,0.85,2.3333,4989.8,15.71,68.13,-0.003931,0
APDA-NEG-00501,2012-08-18,32.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,12.93,21.14,53.06,91.83,166.2,0.76,1.7333,5101.1,32.0,358.76,0.004829,0
APDA-NEG-00502,2013-07-07,31.5,78.75,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,22.79,30.59,43.68,101.35,378.37,0.87,2.4667,4989.8,15.71,68.13,-0.003931,0
APDA-NEG-00503,2012-08-18,32.0,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,26.44,39.23,67.05,95.75,154.98,0.69,1.2667,5347.43,45.52,279.8,-0.005436,0
APDA-NEG-00504,2013-08-21,30.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,25.83,33.95,101.71,189.02,365.08,0.9,2.6667,298.08,0.59,195.1,0.000987,0
APDA-NEG-00505,2012-08-24,30.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,9.14,26.9,100.31,172.58,274.9,0.72,1.4667,298.08,0.59,195.1,0.000987,0
APDA-NEG-00506,2017-08-22,31.5,78.75,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.33,8.48,16.7,28.85,94.76,0.72,1.4667,4989.8,15.71,68.13,-0.003931,0
APDA-NEG-00507,2012-08-24,33.0,77.5,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,4.88,11.31,35.22,62.04,97.03,0.54,0.2667,5155.49,22.24,314.26,0.012153,0
APDA-NEG-00508,2010-07-17,32.0,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.29,5.2,15.84,51.83,81.13,0.45,-0.3333,5347.43,45.52,279.8,-0.005436,0
APDA-NEG-00509,2012-08-24,30.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,9.14,26.9,100.31,172.58,274.9,0.72,1.4667,298.08,0.59,195.1,0.000987,0
APDA-NEG-00510,2010-10-03,32.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.0,0.53,0.53,68.88,159.19,0.88,2.5333,5101.1,32.0,358.76,0.004829,0
APDA-NEG-00511,2012-08-24,33.0,77.5,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,4.88,11.31,35.22,62.04,97.03,0.54,0.2667,5155.49,22.24,314.26,0.012153,0
APDA-NEG-00512,2018-10-10,30.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,4.6,4.61,4.61,4.64,207.95,0.81,2.0667,298.08,0.59,195.1,0.000987,0
APDA-NEG-00513,2012-09-18,30.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,12.99,65.76,116.81,175.73,294.1,0.8,2.0,298.08,0.59,195.1,0.000987,0
APDA-NEG-00514,2013-07-07,31.5,78.75,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,22.79,30.59,43.68,101.35,378.37,0.87,2.4667,4989.8,15.71,68.13,-0.003931,0
APDA-NEG-00515,2013-06-12,33.0,77.5,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,5.39,10.27,10.6,13.29,17.45,0.46,-0.2667,5155.49,22.24,314.26,0.012153,0
APDA-NEG-00516,2016-07-02,30.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,25.89,44.32,66.56,99.89,154.1,0.54,0.2667,298.08,0.59,195.1,0.000987,0
APDA-NEG-00517,2013-06-12,32.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,9.95,28.17,28.67,32.26,37.03,0.68,1.2,5101.1,32.0,358.76,0.004829,0
APDA-NEG-00518,2018-09-23,32.5,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,34.0,64.73,64.73,84.64,125.46,0.76,1.7333,5364.12,23.0,184.14,0.001507,0
APDA-NEG-00519,2013-06-12,32.0,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,3.93,14.46,15.68,19.65,20.15,0.49,-0.0667,5347.43,45.52,279.8,-0.005436,0
APDA-NEG-00520,2008-03-17,32.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.0,0.0,0.7,0.74,2.1,0.61,0.7333,5101.1,32.0,358.76,0.004829,0
APDA-NEG-00521,2013-06-12,32.0,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,3.93,14.46,15.68,19.65,20.15,0.49,-0.0667,5347.43,45.52,279.8,-0.005436,0
APDA-NEG-00522,2010-09-19,32.0,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,21.77,41.57,55.29,101.82,196.97,0.82,2.1333,5347.43,45.52,279.8,-0.005436,0
APDA-NEG-00523,2013-06-15,32.0,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,18.18,48.63,64.09,65.82,68.78,0.56,0.4,5347.43,45.52,279.8,-0.005436,0
APDA-NEG-00524,2018-09-27,31.5,78.75,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.0,2.61,66.68,72.76,107.42,0.8,2.0,4989.8,15.71,68.13,-0.003931,0
APDA-NEG-00525,2013-06-16,33.0,77.5,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,37.59,50.63,69.22,71.58,75.88,0.51,0.0667,5155.49,22.24,314.26,0.012153,0
APDA-NEG-00526,2012-08-24,30.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,9.14,26.9,100.31,172.58,274.9,0.72,1.4667,298.08,0.59,195.1,0.000987,0
APDA-NEG-00527,2013-06-16,32.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,48.22,85.42,131.65,134.8,139.98,0.8,2.0,5101.1,32.0,358.76,0.004829,0
APDA-NEG-00528,2013-07-07,30.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,21.22,30.16,44.26,103.86,368.09,0.65,1.0,298.08,0.59,195.1,0.000987,0
APDA-NEG-00529,2013-06-16,30.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,90.55,143.55,226.81,230.86,234.15,0.79,1.9333,298.08,0.59,195.1,0.000987,0
APDA-NEG-00530,2017-07-02,33.0,77.5,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.69,4.88,23.8,37.76,52.53,0.67,1.1333,5155.49,22.24,314.26,0.012153,0
APDA-NEG-00531,2013-06-16,32.0,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,74.89,108.32,137.98,140.71,143.67,0.7,1.3333,5347.43,45.52,279.8,-0.005436,0
APDA-NEG-00532,2018-09-01,32.5,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.83,3.88,5.15,53.64,154.05,0.7,1.3333,5364.12,23.0,184.14,0.001507,0
APDA-NEG-00533,2013-06-16,30.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,90.55,143.55,226.81,230.86,234.15,0.79,1.9333,298.08,0.59,195.1,0.000987,0
APDA-NEG-00534,2010-07-31,30.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,43.52,84.12,112.77,210.41,407.85,0.83,2.2,298.08,0.59,195.1,0.000987,0
APDA-NEG-00535,2013-06-17,31.5,78.75,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,48.54,189.71,245.94,266.34,271.27,0.88,2.5333,4989.8,15.71,68.13,-0.003931,0
APDA-NEG-00536,2013-06-16,32.5,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,57.3,71.41,91.21,92.75,94.55,0.54,0.2667,5364.12,23.0,184.14,0.001507,0
APDA-NEG-00537,2013-07-03,31.5,78.75,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,4.9,12.45,27.63,81.67,349.46,0.87,2.4667,4989.8,15.71,68.13,-0.003931,0
APDA-NEG-00538,2017-03-22,31.5,78.75,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.0,0.0,3.88,26.52,37.72,0.56,0.4,4989.8,15.71,68.13,-0.003931,0
APDA-NEG-00539,2013-07-06,32.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,1.67,20.56,25.58,55.64,215.35,0.76,1.7333,5101.1,32.0,358.76,0.004829,0
APDA-NEG-00540,2008-03-17,32.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.0,0.0,0.7,0.74,2.1,0.61,0.7333,5101.1,32.0,358.76,0.004829,0
APDA-NEG-00541,2013-07-06,33.0,77.5,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.04,6.52,9.47,27.11,119.97,0.54,0.2667,5155.49,22.24,314.26,0.012153,0
APDA-NEG-00542,2008-12-21,31.5,78.75,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.02,0.32,0.32,0.5,0.5,0.72,1.4667,4989.8,15.71,68.13,-0.003931,0
APDA-NEG-00543,2013-07-07,30.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,21.22,30.16,44.26,103.86,368.09,0.65,1.0,298.08,0.59,195.1,0.000987,0
APDA-NEG-00544,2015-07-26,32.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,14.52,24.23,48.77,159.67,294.12,0.91,2.7333,5101.1,32.0,358.76,0.004829,0
APDA-NEG-00545,2013-07-07,32.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,14.68,35.18,39.78,67.56,230.0,0.78,1.8667,5101.1,32.0,358.76,0.004829,0
APDA-NEG-00546,2010-09-21,32.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,8.78,23.62,32.15,108.26,185.65,0.89,2.6,5101.1,32.0,358.76,0.004829,0
APDA-NEG-00547,2013-07-07,30.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,21.22,30.16,44.26,103.86,368.09,0.65,1.0,298.08,0.59,195.1,0.000987,0
APDA-NEG-00548,2012-08-24,32.0,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,6.59,13.23,56.98,104.31,163.62,0.69,1.2667,5347.43,45.52,279.8,-0.005436,0
APDA-NEG-00549,2013-07-07,32.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,14.68,35.18,39.78,67.56,230.0,0.78,1.8667,5101.1,32.0,358.76,0.004829,0
APDA-NEG-00550,2011-08-07,31.5,78.75,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.36,15.7,26.23,100.17,210.35,0.84,2.2667,4989.8,15.71,68.13,-0.003931,0
APDA-NEG-00551,2013-07-07,33.0,77.5,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,5.87,12.36,14.67,31.66,125.83,0.55,0.3333,5155.49,22.24,314.26,0.012153,0
APDA-NEG-00552,2018-09-03,32.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,8.93,22.19,32.3,108.39,271.3,0.9,2.6667,5101.1,32.0,358.76,0.004829,0
APDA-NEG-00553,2013-07-07,32.5,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,5.02,8.1,12.38,36.34,170.06,0.57,0.4667,5364.12,23.0,184.14,0.001507,0
APDA-NEG-00554,2010-08-21,31.5,78.75,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,18.77,34.76,69.81,128.94,283.27,0.87,2.4667,4989.8,15.71,68.13,-0.003931,0
APDA-NEG-00555,2013-07-07,31.5,78.75,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,22.79,30.59,43.68,101.35,378.37,0.87,2.4667,4989.8,15.71,68.13,-0.003931,0
APDA-NEG-00556,2012-07-05,31.5,78.75,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.25,8.12,29.29,49.28,49.61,0.57,0.4667,4989.8,15.71,68.13,-0.003931,0
APDA-NEG-00557,2013-07-14,32.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,4.32,6.14,79.28,119.54,240.36,0.81,2.0667,5101.1,32.0,358.76,0.004829,0
APDA-NEG-00558,2017-09-02,33.0,77.5,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,3.29,15.41,23.5,35.3,69.98,0.65,1.0,5155.49,22.24,314.26,0.012153,0
APDA-NEG-00559,2013-07-14,31.5,78.75,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,2.51,9.2,39.33,83.03,344.06,0.86,2.4,4989.8,15.71,68.13,-0.003931,0
APDA-NEG-00560,2017-04-30,32.5,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,7.89,10.18,15.25,26.44,78.32,0.66,1.0667,5364.12,23.0,184.14,0.001507,0
APDA-NEG-00561,2013-07-14,30.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,6.59,12.05,115.81,160.07,388.62,0.72,1.4667,298.08,0.59,195.1,0.000987,0
APDA-NEG-00562,2010-07-25,32.5,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.31,2.26,26.04,38.7,69.21,0.41,-0.6,5364.12,23.0,184.14,0.001507,0
APDA-NEG-00563,2013-07-14,31.5,78.75,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,2.51,9.2,39.33,83.03,344.06,0.86,2.4,4989.8,15.71,68.13,-0.003931,0
APDA-NEG-00564,2012-02-16,33.0,77.5,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.0,0.73,6.36,9.95,11.05,0.49,-0.0667,5155.49,22.24,314.26,0.012153,0
APDA-NEG-00565,2013-07-27,32.0,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.31,1.41,18.87,75.43,127.52,0.73,1.5333,5347.43,45.52,279.8,-0.005436,0
APDA-NEG-00566,2015-07-26,32.0,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,13.0,19.64,31.88,133.7,300.72,0.82,2.1333,5347.43,45.52,279.8,-0.005436,0
APDA-NEG-00567,2013-08-07,31.5,78.75,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,8.61,47.18,87.38,129.89,236.28,0.9,2.6667,4989.8,15.71,68.13,-0.003931,0
APDA-NEG-00568,2011-08-07,30.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,1.41,27.32,41.3,106.45,277.26,0.7,1.3333,298.08,0.59,195.1,0.000987,0
APDA-NEG-00569,2013-08-16,30.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,13.32,69.4,95.21,244.06,350.21,0.9,2.6667,298.08,0.59,195.1,0.000987,0
APDA-NEG-00570,2012-08-18,32.5,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,19.11,26.88,50.86,70.19,109.26,0.57,0.4667,5364.12,23.0,184.14,0.001507,0
APDA-NEG-00571,2013-08-21,32.0,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,6.1,25.45,50.48,90.39,170.37,0.81,2.0667,5347.43,45.52,279.8,-0.005436,0
APDA-NEG-00572,2008-08-08,31.5,78.75,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,11.1,18.2,54.04,120.64,209.22,0.84,2.2667,4989.8,15.71,68.13,-0.003931,0
APDA-NEG-00573,2013-10-11,32.0,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,1.49,1.5,3.54,12.09,27.75,0.73,1.5333,5347.43,45.52,279.8,-0.005436,0
APDA-NEG-00574,2018-10-10,31.5,78.75,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.3,0.3,0.3,2.12,79.17,0.77,1.8,4989.8,15.71,68.13,-0.003931,0
APDA-NEG-00575,2014-02-12,32.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.01,0.29,12.44,14.1,60.92,0.75,1.6667,5101.1,32.0,358.76,0.004829,0
APDA-NEG-00576,2010-09-19,33.0,77.5,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,7.92,10.92,15.69,42.36,91.52,0.66,1.0667,5155.49,22.24,314.26,0.012153,0
APDA-NEG-00577,2014-08-08,33.0,77.5,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,3.34,9.37,14.85,44.81,80.26,0.52,0.1333,5155.49,22.24,314.26,0.012153,0
APDA-NEG-00578,2013-07-14,33.0,77.5,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,1.37,2.47,27.11,42.45,127.3,0.56,0.4,5155.49,22.24,314.26,0.012153,0
APDA-NEG-00579,2014-08-21,30.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.02,1.47,43.69,90.4,210.71,0.48,-0.1333,298.08,0.59,195.1,0.000987,0
APDA-NEG-00580,2013-08-21,33.0,77.5,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,4.36,22.01,55.57,92.35,156.45,0.71,1.4,5155.49,22.24,314.26,0.012153,0
APDA-NEG-00581,2014-08-26,32.5,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.16,0.16,0.37,23.32,66.73,0.46,-0.2667,5364.12,23.0,184.14,0.001507,0
APDA-NEG-00582,2018-08-11,32.5,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,1.01,5.2,44.61,61.13,186.52,0.68,1.2,5364.12,23.0,184.14,0.001507,0
APDA-NEG-00583,2014-09-10,30.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.46,1.4,145.42,195.38,251.16,0.67,1.1333,298.08,0.59,195.1,0.000987,0
APDA-NEG-00584,2013-06-16,33.0,77.5,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,37.59,50.63,69.22,71.58,75.88,0.51,0.0667,5155.49,22.24,314.26,0.012153,0
APDA-NEG-00585,2014-10-15,33.0,77.5,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.73,3.42,3.42,9.17,13.02,0.57,0.4667,5155.49,22.24,314.26,0.012153,0
APDA-NEG-00586,2013-06-12,33.0,77.5,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,5.39,10.27,10.6,13.29,17.45,0.46,-0.2667,5155.49,22.24,314.26,0.012153,0
APDA-NEG-00587,2015-03-10,31.5,78.75,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.0,3.24,4.17,67.01,73.22,0.68,1.2,4989.8,15.71,68.13,-0.003931,0
APDA-NEG-00588,2014-08-21,32.0,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.1,0.28,21.45,52.31,115.56,0.6,0.6667,5347.43,45.52,279.8,-0.005436,0
APDA-NEG-00589,2015-04-03,33.0,77.5,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,4.61,9.44,28.9,29.65,49.74,0.53,0.2,5155.49,22.24,314.26,0.012153,0
APDA-NEG-00590,2010-07-07,33.0,77.5,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.83,13.0,18.52,27.77,38.43,0.42,-0.5333,5155.49,22.24,314.26,0.012153,0
APDA-NEG-00591,2015-04-16,32.0,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,5.98,16.02,16.02,33.6,48.05,0.71,1.4,5347.43,45.52,279.8,-0.005436,0
APDA-NEG-00592,2013-06-12,31.5,78.75,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,4.25,22.6,24.8,31.59,32.39,0.7,1.3333,4989.8,15.71,68.13,-0.003931,0
APDA-NEG-00593,2015-07-13,31.5,78.75,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,10.87,42.83,79.01,117.7,149.19,0.77,1.8,4989.8,15.71,68.13,-0.003931,0
APDA-NEG-00594,2010-07-07,32.0,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.85,26.76,42.07,58.57,74.55,0.48,-0.1333,5347.43,45.52,279.8,-0.005436,0
APDA-NEG-00595,2015-07-14,32.0,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.51,54.34,134.46,199.81,263.48,0.79,1.9333,5347.43,45.52,279.8,-0.005436,0
APDA-NEG-00596,2007-08-12,32.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,12.02,16.02,48.55,131.01,190.24,0.82,2.1333,5101.1,32.0,358.76,0.004829,0
APDA-NEG-00597,2015-07-18,32.0,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,10.6,43.57,100.17,234.28,307.31,0.82,2.1333,5347.43,45.52,279.8,-0.005436,0
APDA-NEG-00598,2008-12-21,30.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.0,0.52,0.7,0.98,0.98,0.41,-0.6,298.08,0.59,195.1,0.000987,0
APDA-NEG-00599,2015-07-26,31.5,78.75,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,6.31,12.8,19.88,59.93,162.03,0.76,1.7333,4989.8,15.71,68.13,-0.003931,0
APDA-NEG-00600,2010-08-06,32.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,13.23,31.92,102.65,177.3,363.39,0.87,2.4667,5101.1,32.0,358.76,0.004829,0
APDA-NEG-00601,2015-07-26,30.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,5.93,24.59,38.81,204.24,404.36,0.77,1.8,298.08,0.59,195.1,0.000987,0
APDA-NEG-00602,2010-09-19,32.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,13.67,17.45,26.88,102.2,203.32,0.89,2.6,5101.1,32.0,358.76,0.004829,0
APDA-NEG-00603,2015-07-26,33.0,77.5,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,5.48,8.32,22.33,62.63,148.58,0.67,1.1333,5155.49,22.24,314.26,0.012153,0
APDA-NEG-00604,2010-07-17,30.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,3.02,7.72,52.07,199.64,286.19,0.62,0.8,298.08,0.59,195.1,0.000987,0
APDA-NEG-00605,2015-07-26,30.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,5.93,24.59,38.81,204.24,404.36,0.77,1.8,298.08,0.59,195.1,0.000987,0
APDA-NEG-00606,2010-09-20,30.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,2.14,51.9,82.17,226.44,385.42,0.88,2.5333,298.08,0.59,195.1,0.000987,0
APDA-NEG-00607,2015-07-26,32.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,14.52,24.23,48.77,159.67,294.12,0.91,2.7333,5101.1,32.0,358.76,0.004829,0
APDA-NEG-00608,2011-03-05,33.0,77.5,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.0,2.31,4.05,7.15,29.99,0.54,0.2667,5155.49,22.24,314.26,0.012153,0
APDA-NEG-00609,2015-07-31,32.0,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,12.0,13.04,37.33,76.1,289.45,0.81,2.0667,5347.43,45.52,279.8,-0.005436,0
APDA-NEG-00610,2010-07-17,30.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,3.02,7.72,52.07,199.64,286.19,0.62,0.8,298.08,0.59,195.1,0.000987,0
APDA-NEG-00611,2015-08-08,32.5,78.125,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,8.48,24.4,52.92,102.39,217.88,0.75,1.6667,5364.12,23.0,184.14,0.001507,0
APDA-NEG-00612,2008-08-17,30.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,8.28,40.13,152.26,281.58,390.87,0.89,2.6,298.08,0.59,195.1,0.000987,0
APDA-NEG-00613,2015-08-09,30.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,7.79,55.02,71.6,111.35,357.13,0.76,1.7333,298.08,0.59,195.1,0.000987,0
APDA-NEG-00614,2017-12-10,33.0,77.5,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,0.0,0.0,0.42,0.42,7.49,0.47,-0.2,5155.49,22.24,314.26,0.012153,0
APDA-NEG-00615,2015-08-11,32.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,9.13,15.26,45.77,88.84,213.24,0.9,2.6667,5101.1,32.0,358.76,0.004829,0
APDA-NEG-00616,2010-07-25,32.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,3.89,5.61,137.9,184.77,250.12,0.77,1.8,5101.1,32.0,358.76,0.004829,0
APDA-NEG-00617,2015-08-12,32.5,76.875,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,6.29,20.0,49.08,93.33,210.74,0.9,2.6667,5101.1,32.0,358.76,0.004829,0
APDA-NEG-00618,2013-07-07,31.5,78.75,Himachal Pradesh,Background_Sampling,Copernicus_NASA_Background,negative,22.79,30.59,43.68,101.35,378.37,0.87,2.4667,4989.8,15.71,68.13,-0.003931,0
