event_id,event_date,latitude,longitude,state,source_catalog,source_dataset,sample_type,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_15d,rainfall_30d,soil_moisture,soil_moisture_anomaly,elevation,slope,aspect,curvature,landslide
APDA-NEG-00963,2007-09-11,26.0,91.25,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,1.91,25.47,211.14,312.0,433.13,0.85,2.3333,43.29,0.09,114.93,-0.000208,0
APDA-NEG-00964,2012-06-13,25.0,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,6.84,35.23,52.26,169.72,250.39,0.7,1.3333,9.45,0.41,97.51,-0.000647,0
APDA-NEG-00965,2010-04-21,26.0,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,20.1,81.74,152.87,184.63,235.67,0.74,1.6,62.04,6.07,73.96,0.000375,0
APDA-NEG-00966,2018-04-28,25.5,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,13.83,26.77,40.91,129.91,279.45,0.8,2.0,263.81,5.53,161.64,-0.002985,0
APDA-NEG-00967,2010-05-11,25.5,92.5,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,12.85,28.61,56.39,112.71,418.07,0.84,2.2667,1063.07,25.33,13.62,-0.014165,0
APDA-NEG-00968,2017-07-07,26.0,91.25,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,6.5,68.42,165.1,221.23,585.82,0.89,2.6,43.29,0.09,114.93,-0.000208,0
APDA-NEG-00969,2010-06-28,25.5,92.5,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,37.11,87.5,124.79,216.53,541.07,0.96,3.0667,1063.07,25.33,13.62,-0.014165,0
APDA-NEG-00970,2015-08-18,26.0,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,21.85,49.71,65.63,110.06,237.28,0.86,2.4,62.04,6.07,73.96,0.000375,0
APDA-NEG-00971,2010-06-28,25.0,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,32.65,105.46,127.98,231.7,527.9,0.92,2.8,9.45,0.41,97.51,-0.000647,0
APDA-NEG-00972,2015-06-13,25.0,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,34.58,162.63,264.75,321.73,504.2,0.91,2.7333,9.45,0.41,97.51,-0.000647,0
APDA-NEG-00973,2011-08-16,25.0,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,113.66,141.39,226.54,533.57,669.91,0.97,3.1333,9.45,0.41,97.51,-0.000647,0
APDA-NEG-00974,2017-07-09,26.0,91.25,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,30.22,55.08,163.23,259.86,632.2,0.91,2.7333,43.29,0.09,114.93,-0.000208,0
APDA-NEG-00975,2012-06-13,25.5,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,7.57,35.11,56.55,196.57,276.31,0.83,2.2,263.81,5.53,161.64,-0.002985,0
APDA-NEG-00976,2007-07-27,25.5,92.5,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,20.88,86.34,134.91,245.77,368.93,0.94,2.9333,1063.07,25.33,13.62,-0.014165,0
APDA-NEG-00977,2012-06-13,26.0,91.25,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,14.49,44.65,72.29,314.81,370.67,0.74,1.6,43.29,0.09,114.93,-0.000208,0
APDA-NEG-00978,2011-08-16,25.5,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,104.51,133.06,228.24,509.32,641.15,0.99,3.2667,263.81,5.53,161.64,-0.002985,0
APDA-NEG-00979,2014-09-21,25.5,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,58.74,149.12,181.87,240.28,412.63,0.98,3.2,263.81,5.53,161.64,-0.002985,0
APDA-NEG-00980,2015-09-05,25.5,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,14.1,61.6,183.37,262.23,472.65,0.98,3.2,263.81,5.53,161.64,-0.002985,0
APDA-NEG-00981,2014-09-23,26.0,91.25,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,67.03,271.61,325.24,367.3,440.01,0.94,2.9333,43.29,0.09,114.93,-0.000208,0
APDA-NEG-00982,2015-09-05,25.0,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,15.99,49.44,180.29,253.84,440.44,0.95,3.0,9.45,0.41,97.51,-0.000647,0
APDA-NEG-00983,2014-09-24,25.0,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,28.3,128.11,325.08,362.89,443.73,0.97,3.1333,9.45,0.41,97.51,-0.000647,0
APDA-NEG-00984,2019-07-09,25.0,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,115.12,216.72,280.01,534.83,801.96,0.98,3.2,9.45,0.41,97.51,-0.000647,0
APDA-NEG-00985,2014-10-05,26.0,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,0.0,0.23,0.36,273.95,435.64,0.87,2.4667,62.04,6.07,73.96,0.000375,0
APDA-NEG-00986,2017-05-26,26.0,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,14.8,58.14,109.69,165.61,323.53,0.82,2.1333,62.04,6.07,73.96,0.000375,0
APDA-NEG-00987,2014-10-20,25.5,92.5,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,0.0,0.59,18.5,44.87,268.48,0.88,2.5333,1063.07,25.33,13.62,-0.014165,0
APDA-NEG-00988,2015-06-16,26.0,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,25.92,53.64,206.09,258.45,444.91,0.82,2.1333,62.04,6.07,73.96,0.000375,0
APDA-NEG-00989,2015-06-13,26.0,91.25,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,10.88,89.65,167.52,249.36,429.0,0.79,1.9333,43.29,0.09,114.93,-0.000208,0
APDA-NEG-00990,2015-06-13,26.0,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,11.19,106.7,179.72,241.19,414.66,0.8,2.0,62.04,6.07,73.96,0.000375,0
APDA-NEG-00991,2015-06-16,25.5,92.5,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,20.02,41.17,242.64,347.11,591.24,0.95,3.0,1063.07,25.33,13.62,-0.014165,0
APDA-NEG-00992,2014-09-21,25.5,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,58.74,149.12,181.87,240.28,412.63,0.98,3.2,263.81,5.53,161.64,-0.002985,0
APDA-NEG-00993,2015-06-16,25.0,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,17.8,47.82,288.63,325.55,514.31,0.9,2.6667,9.45,0.41,97.51,-0.000647,0
APDA-NEG-00994,2015-06-13,26.0,91.25,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,10.88,89.65,167.52,249.36,429.0,0.79,1.9333,43.29,0.09,114.93,-0.000208,0
APDA-NEG-00995,2015-08-18,26.0,91.25,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,25.56,49.37,71.99,119.87,223.78,0.83,2.2,43.29,0.09,114.93,-0.000208,0
APDA-NEG-00996,2015-06-16,25.5,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,21.68,50.21,257.7,302.63,495.27,0.95,3.0,263.81,5.53,161.64,-0.002985,0
APDA-NEG-00997,2015-08-19,25.5,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,31.61,64.92,91.67,142.06,307.75,0.95,3.0,263.81,5.53,161.64,-0.002985,0
APDA-NEG-00998,2014-10-05,26.0,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,0.0,0.23,0.36,273.95,435.64,0.87,2.4667,62.04,6.07,73.96,0.000375,0
APDA-NEG-00999,2015-08-19,25.0,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,26.68,58.96,87.68,142.24,354.46,0.92,2.8,9.45,0.41,97.51,-0.000647,0
APDA-NEG-01000,2015-09-06,25.5,92.5,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,0.59,25.41,165.77,290.2,520.67,0.97,3.1333,1063.07,25.33,13.62,-0.014165,0
APDA-NEG-01001,2015-08-19,25.5,92.5,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,35.06,81.02,115.26,202.37,359.49,0.96,3.0667,1063.07,25.33,13.62,-0.014165,0
APDA-NEG-01002,2015-08-19,25.5,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,31.61,64.92,91.67,142.06,307.75,0.95,3.0,263.81,5.53,161.64,-0.002985,0
APDA-NEG-01003,2015-08-19,25.5,92.5,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,35.06,81.02,115.26,202.37,359.49,0.96,3.0667,1063.07,25.33,13.62,-0.014165,0
APDA-NEG-01004,2015-08-19,26.0,91.25,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,34.67,79.71,95.44,146.78,239.45,0.86,2.4,43.29,0.09,114.93,-0.000208,0
APDA-NEG-01005,2015-09-05,25.5,92.5,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,3.31,52.35,208.1,296.19,528.75,0.97,3.1333,1063.07,25.33,13.62,-0.014165,0
APDA-NEG-01006,2010-06-28,26.0,91.25,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,21.99,99.8,124.63,205.38,553.2,0.89,2.6,43.29,0.09,114.93,-0.000208,0
APDA-NEG-01007,2015-09-06,25.5,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,5.88,40.84,137.67,260.25,471.65,0.98,3.2,263.81,5.53,161.64,-0.002985,0
APDA-NEG-01008,2010-06-28,25.0,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,32.65,105.46,127.98,231.7,527.9,0.92,2.8,9.45,0.41,97.51,-0.000647,0
APDA-NEG-01009,2015-09-23,25.5,92.5,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,37.97,83.05,107.62,187.02,481.34,0.98,3.2,1063.07,25.33,13.62,-0.014165,0
APDA-NEG-01010,2015-08-19,25.0,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,26.68,58.96,87.68,142.24,354.46,0.92,2.8,9.45,0.41,97.51,-0.000647,0
APDA-NEG-01011,2016-07-19,26.0,91.25,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,20.91,138.35,216.06,300.72,520.89,0.94,2.9333,43.29,0.09,114.93,-0.000208,0
APDA-NEG-01012,2017-06-17,25.5,92.5,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,64.99,184.77,339.74,408.19,705.54,0.98,3.2,1063.07,25.33,13.62,-0.014165,0
APDA-NEG-01013,2017-02-15,26.0,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,0.0,0.0,0.0,0.23,0.85,0.64,0.9333,62.04,6.07,73.96,0.000375,0
APDA-NEG-01014,2015-06-16,25.0,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,17.8,47.82,288.63,325.55,514.31,0.9,2.6667,9.45,0.41,97.51,-0.000647,0
APDA-NEG-01015,2017-05-26,25.0,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,16.5,70.36,160.49,315.11,535.11,0.94,2.9333,9.45,0.41,97.51,-0.000647,0
APDA-NEG-01016,2015-06-13,25.5,92.5,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,32.26,105.13,265.65,377.71,590.6,0.95,3.0,1063.07,25.33,13.62,-0.014165,0
APDA-NEG-01017,2017-06-17,25.0,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,32.63,238.07,431.52,569.55,937.88,0.98,3.2,9.45,0.41,97.51,-0.000647,0
APDA-NEG-01018,2017-07-09,26.0,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,30.91,46.91,140.02,217.64,552.97,0.91,2.7333,62.04,6.07,73.96,0.000375,0
APDA-NEG-01019,2017-06-17,25.0,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,32.63,238.07,431.52,569.55,937.88,0.98,3.2,9.45,0.41,97.51,-0.000647,0
APDA-NEG-01020,2015-09-06,26.0,91.25,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,1.21,29.24,123.15,248.57,456.11,0.88,2.5333,43.29,0.09,114.93,-0.000208,0
APDA-NEG-01021,2017-07-07,26.0,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,2.68,39.12,138.38,178.88,509.6,0.88,2.5333,62.04,6.07,73.96,0.000375,0
APDA-NEG-01022,2007-09-11,25.5,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,11.46,38.13,229.23,296.98,439.5,0.97,3.1333,263.81,5.53,161.64,-0.002985,0
APDA-NEG-01023,2017-07-09,26.0,91.25,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,30.22,55.08,163.23,259.86,632.2,0.91,2.7333,43.29,0.09,114.93,-0.000208,0
APDA-NEG-01024,2014-09-23,25.5,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,33.11,202.39,315.1,375.81,488.59,0.99,3.2667,263.81,5.53,161.64,-0.002985,0
APDA-NEG-01025,2018-04-28,25.5,92.5,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,3.35,13.16,26.14,94.73,180.64,0.75,1.6667,1063.07,25.33,13.62,-0.014165,0
APDA-NEG-01026,2014-10-20,25.5,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,0.0,0.21,11.26,46.71,303.55,0.9,2.6667,263.81,5.53,161.64,-0.002985,0
APDA-NEG-01027,2019-07-09,26.0,91.25,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,102.42,168.79,228.21,408.47,523.47,0.94,2.9333,43.29,0.09,114.93,-0.000208,0
APDA-NEG-01028,2007-07-27,25.5,92.5,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,20.88,86.34,134.91,245.77,368.93,0.94,2.9333,1063.07,25.33,13.62,-0.014165,0
APDA-NEG-01029,2019-07-09,25.0,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,115.12,216.72,280.01,534.83,801.96,0.98,3.2,9.45,0.41,97.51,-0.000647,0
APDA-NEG-01030,2017-07-09,25.5,92.5,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,24.88,56.41,134.95,288.79,756.45,0.97,3.1333,1063.07,25.33,13.62,-0.014165,0
APDA-NEG-01031,2019-07-09,25.0,90.625,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,115.12,216.72,280.01,534.83,801.96,0.98,3.2,9.45,0.41,97.51,-0.000647,0
APDA-NEG-01032,2014-09-23,26.0,91.25,Meghalaya,Background_Sampling,Copernicus_NASA_Background,negative,67.03,271.61,325.24,367.3,440.01,0.94,2.9333,43.29,0.09,114.93,-0.000208,0
APDA-NEG-01033,2007-07-30,24.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,2.38,24.65,82.15,168.7,228.12,0.78,1.8667,489.42,31.49,307.92,0.01086,0
APDA-NEG-01034,2021-06-12,24.0,92.5,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,21.84,63.49,94.34,208.83,335.2,0.82,2.1333,707.92,8.18,84.72,-0.000283,0
APDA-NEG-01035,2007-07-30,22.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,0.31,3.17,25.87,143.21,228.9,0.72,1.4667,448.6,33.09,143.87,-0.000616,0
APDA-NEG-01036,2017-04-25,24.0,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,27.66,85.42,168.49,195.4,417.22,0.89,2.6,1156.07,10.45,264.05,-0.013664,0
APDA-NEG-01037,2007-09-29,22.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,6.16,6.6,8.84,15.76,107.57,0.72,1.4667,448.6,33.09,143.87,-0.000616,0
APDA-NEG-01038,2017-04-25,23.5,92.5,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,24.59,115.44,339.24,360.5,521.47,0.89,2.6,697.5,31.7,35.92,-0.007925,0
APDA-NEG-01039,2009-10-05,22.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,3.45,29.38,42.02,61.39,173.97,0.85,2.3333,448.6,33.09,143.87,-0.000616,0
APDA-NEG-01040,2013-05-11,23.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,13.72,42.92,137.81,227.98,261.75,0.78,1.8667,768.55,33.9,313.22,0.007988,0
APDA-NEG-01041,2010-08-06,24.0,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,0.52,11.39,43.12,109.66,219.45,0.85,2.3333,1156.07,10.45,264.05,-0.013664,0
APDA-NEG-01042,2010-09-13,23.5,92.5,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,9.93,17.18,36.45,70.49,218.07,0.86,2.4,697.5,31.7,35.92,-0.007925,0
APDA-NEG-01043,2010-09-13,22.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,5.13,13.96,29.88,51.74,201.06,0.81,2.0667,448.6,33.09,143.87,-0.000616,0
APDA-NEG-01044,2021-06-12,23.5,92.5,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,22.98,58.04,105.74,217.96,296.27,0.79,1.9333,697.5,31.7,35.92,-0.007925,0
APDA-NEG-01045,2010-09-13,24.0,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,7.48,12.94,30.26,70.57,156.42,0.81,2.0667,1156.07,10.45,264.05,-0.013664,0
APDA-NEG-01046,2007-07-30,23.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,0.77,7.55,43.89,127.63,177.83,0.69,1.2667,768.55,33.9,313.22,0.007988,0
APDA-NEG-01047,2010-09-13,22.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,5.13,13.96,29.88,51.74,201.06,0.81,2.0667,448.6,33.09,143.87,-0.000616,0
APDA-NEG-01048,2007-09-29,23.5,92.5,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,8.21,8.24,10.68,19.57,271.71,0.85,2.3333,697.5,31.7,35.92,-0.007925,0
APDA-NEG-01049,2010-09-13,23.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,5.92,10.64,23.16,48.17,130.81,0.75,1.6667,768.55,33.9,313.22,0.007988,0
APDA-NEG-01050,2017-06-01,22.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,43.97,110.41,154.53,173.81,221.08,0.89,2.6,448.6,33.09,143.87,-0.000616,0
APDA-NEG-01051,2010-09-13,24.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,8.97,16.26,39.29,95.52,195.57,0.84,2.2667,489.42,31.49,307.92,0.01086,0
APDA-NEG-01052,2015-06-19,24.0,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,5.24,8.83,40.37,133.88,247.19,0.78,1.8667,1156.07,10.45,264.05,-0.013664,0
APDA-NEG-01053,2010-09-13,22.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,5.13,13.96,29.88,51.74,201.06,0.81,2.0667,448.6,33.09,143.87,-0.000616,0
APDA-NEG-01054,2015-09-14,23.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,12.28,31.44,58.05,137.6,311.67,0.92,2.8,768.55,33.9,313.22,0.007988,0
APDA-NEG-01055,2010-09-13,23.5,92.5,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,9.93,17.18,36.45,70.49,218.07,0.86,2.4,697.5,31.7,35.92,-0.007925,0
APDA-NEG-01056,2013-05-07,23.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,24.94,76.11,155.69,166.48,200.68,0.77,1.8,768.55,33.9,313.22,0.007988,0
APDA-NEG-01057,2010-09-16,23.5,92.5,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,5.8,40.2,64.0,103.07,242.02,0.87,2.4667,697.5,31.7,35.92,-0.007925,0
APDA-NEG-01058,2015-08-28,23.5,92.5,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,10.53,17.0,32.21,233.88,412.8,0.93,2.8667,697.5,31.7,35.92,-0.007925,0
APDA-NEG-01059,2012-11-11,24.0,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,0.0,0.23,35.19,44.01,45.43,0.66,1.0667,1156.07,10.45,264.05,-0.013664,0
APDA-NEG-01060,2018-05-12,24.0,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,4.05,35.94,108.89,209.6,291.34,0.8,2.0,1156.07,10.45,264.05,-0.013664,0
APDA-NEG-01061,2013-05-07,23.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,24.94,76.11,155.69,166.48,200.68,0.77,1.8,768.55,33.9,313.22,0.007988,0
APDA-NEG-01062,2010-09-13,23.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,5.92,10.64,23.16,48.17,130.81,0.75,1.6667,768.55,33.9,313.22,0.007988,0
APDA-NEG-01063,2013-05-11,22.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,1.27,16.62,115.99,196.32,226.16,0.7,1.3333,448.6,33.09,143.87,-0.000616,0
APDA-NEG-01064,2010-09-16,24.0,92.5,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,7.76,34.33,58.77,126.66,250.29,0.88,2.5333,707.92,8.18,84.72,-0.000283,0
APDA-NEG-01065,2014-07-14,24.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,6.18,16.74,25.79,75.38,325.75,0.81,2.0667,489.42,31.49,307.92,0.01086,0
APDA-NEG-01066,2010-09-13,23.5,92.5,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,9.93,17.18,36.45,70.49,218.07,0.86,2.4,697.5,31.7,35.92,-0.007925,0
APDA-NEG-01067,2015-06-19,24.0,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,5.24,8.83,40.37,133.88,247.19,0.78,1.8667,1156.07,10.45,264.05,-0.013664,0
APDA-NEG-01068,2010-09-13,24.0,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,7.48,12.94,30.26,70.57,156.42,0.81,2.0667,1156.07,10.45,264.05,-0.013664,0
APDA-NEG-01069,2015-08-26,24.0,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,3.95,11.51,44.23,144.82,330.03,0.93,2.8667,1156.07,10.45,264.05,-0.013664,0
APDA-NEG-01070,2010-09-13,23.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,5.92,10.64,23.16,48.17,130.81,0.75,1.6667,768.55,33.9,313.22,0.007988,0
APDA-NEG-01071,2015-08-26,24.0,92.5,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,3.31,6.23,50.2,203.71,395.96,0.93,2.8667,707.92,8.18,84.72,-0.000283,0
APDA-NEG-01072,2015-09-14,24.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,26.51,33.21,58.82,172.24,332.55,0.94,2.9333,489.42,31.49,307.92,0.01086,0
APDA-NEG-01073,2015-08-27,23.5,92.5,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,3.73,7.18,36.98,228.87,404.17,0.93,2.8667,697.5,31.7,35.92,-0.007925,0
APDA-NEG-01074,2007-09-29,23.5,92.5,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,8.21,8.24,10.68,19.57,271.71,0.85,2.3333,697.5,31.7,35.92,-0.007925,0
APDA-NEG-01075,2015-08-27,22.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,6.43,9.96,32.23,258.05,423.48,0.93,2.8667,448.6,33.09,143.87,-0.000616,0
APDA-NEG-01076,2010-08-06,23.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,0.22,10.98,27.6,74.05,162.35,0.77,1.8,768.55,33.9,313.22,0.007988,0
APDA-NEG-01077,2015-08-27,22.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,6.43,9.96,32.23,258.05,423.48,0.93,2.8667,448.6,33.09,143.87,-0.000616,0
APDA-NEG-01078,2010-09-13,23.5,92.5,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,9.93,17.18,36.45,70.49,218.07,0.86,2.4,697.5,31.7,35.92,-0.007925,0
APDA-NEG-01079,2015-08-28,24.0,92.5,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,6.51,15.3,31.1,197.99,399.26,0.93,2.8667,707.92,8.18,84.72,-0.000283,0
APDA-NEG-01080,2017-06-28,24.0,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,8.08,31.69,116.96,227.55,562.37,0.94,2.9333,1156.07,10.45,264.05,-0.013664,0
APDA-NEG-01081,2015-09-14,24.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,26.51,33.21,58.82,172.24,332.55,0.94,2.9333,489.42,31.49,307.92,0.01086,0
APDA-NEG-01082,2014-07-14,24.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,6.18,16.74,25.79,75.38,325.75,0.81,2.0667,489.42,31.49,307.92,0.01086,0
APDA-NEG-01083,2015-09-14,24.0,92.5,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,19.43,40.44,67.2,185.54,393.73,0.93,2.8667,707.92,8.18,84.72,-0.000283,0
APDA-NEG-01084,2018-06-05,24.0,92.5,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,22.88,55.52,117.59,183.73,493.03,0.9,2.6667,707.92,8.18,84.72,-0.000283,0
APDA-NEG-01085,2016-07-29,23.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,5.2,20.12,50.23,107.48,242.7,0.82,2.1333,768.55,33.9,313.22,0.007988,0
APDA-NEG-01086,2015-09-14,23.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,12.28,31.44,58.05,137.6,311.67,0.92,2.8,768.55,33.9,313.22,0.007988,0
APDA-NEG-01087,2016-09-17,23.5,92.5,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,15.46,32.01,126.23,167.69,431.07,0.93,2.8667,697.5,31.7,35.92,-0.007925,0
APDA-NEG-01088,2012-11-11,24.0,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,0.0,0.23,35.19,44.01,45.43,0.66,1.0667,1156.07,10.45,264.05,-0.013664,0
APDA-NEG-01089,2017-04-25,23.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,21.09,87.99,179.53,203.08,332.83,0.86,2.4,768.55,33.9,313.22,0.007988,0
APDA-NEG-01090,2010-09-13,24.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,8.97,16.26,39.29,95.52,195.57,0.84,2.2667,489.42,31.49,307.92,0.01086,0
APDA-NEG-01091,2017-06-01,23.5,92.5,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,76.43,177.44,204.66,282.31,380.85,0.95,3.0,697.5,31.7,35.92,-0.007925,0
APDA-NEG-01092,2016-09-17,24.0,92.5,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,14.08,40.84,145.52,192.48,384.77,0.93,2.8667,707.92,8.18,84.72,-0.000283,0
APDA-NEG-01093,2017-06-09,23.5,93.125,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,14.37,32.05,91.78,217.74,320.93,0.88,2.5333,768.55,33.9,313.22,0.007988,0
APDA-NEG-01094,2007-09-29,23.5,92.5,Mizoram,Background_Sampling,Copernicus_NASA_Background,negative,8.21,8.24,10.68,19.57,271.71,0.85,2.3333,697.5,31.7,35.92,-0.007925,0
