event_id,event_date,latitude,longitude,state,soil_moisture,soil_moisture_anomaly,soil_moisture_rootzone,soil_moisture_rootzone_anomaly,soil_moisture_anomaly_diff
2458,2010-09-19,30.902,78.776,Uttarakhand,0.98,2.2301,0.98,1.8055,0.1554
2459,2010-09-19,29.548,79.321,Uttarakhand,0.99,2.156,1.0,2.3403,0.1875
2470,2010-09-19,30.433,78.077,Uttarakhand,0.99,2.1629,1.0,1.9207,0.1537
2471,2010-09-19,29.791,80.058,Uttarakhand,0.97,2.246,0.99,2.7029,0.228
2453,2010-09-19,29.613,79.494,Uttarakhand,0.99,2.156,1.0,2.3403,0.1875
2454,2010-09-19,30.901,79.532,Uttarakhand,0.9,2.9724,0.85,2.349,0.1972
2476,2010-09-20,29.338,79.484,Uttarakhand,0.98,2.0362,0.99,2.2424,0.1807
2478,2010-09-20,30.733,78.44,Uttarakhand,0.98,2.0836,1.0,2.0857,0.121
3141,2011-02-23,30.475,79.229,Uttarakhand,0.68,1.2837,0.61,1.9078,0.1376
3558,2011-05-31,30.921,78.328,Uttarakhand,0.66,1.3753,0.62,1.2271,0.2238
3559,2011-05-31,30.478,78.274,Uttarakhand,0.59,1.6054,0.55,1.6057,0.2225
3577,2011-06-07,30.532,79.354,Uttarakhand,0.64,1.3273,0.57,1.3618,0.191
3578,2011-06-07,30.241,78.908,Uttarakhand,0.56,1.0866,0.57,1.4997,0.1713
3668,2011-06-29,29.607,79.93,Uttarakhand,0.9,1.7899,0.76,1.3169,0.2462
3669,2011-06-29,30.767,78.796,Uttarakhand,0.83,1.6278,0.7,1.3656,0.1752
3670,2011-06-29,30.676,79.042,Uttarakhand,0.88,1.6357,0.76,1.6794,0.2077
3671,2011-06-29,30.815,78.224,Uttarakhand,0.8,1.2552,0.72,1.1966,0.1565
3673,2011-06-29,30.242,78.9,Uttarakhand,0.79,1.4707,0.71,1.3755,0.1922
3674,2011-06-29,30.067,79.019,Uttarakhand,0.79,1.4707,0.71,1.3755,0.1922
3678,2011-06-30,30.15,78.775,Uttarakhand,0.87,2.0566,0.75,1.736,0.261
3737,2011-07-06,30.321,78.032,Uttarakhand,0.88,1.9509,0.75,1.6276,0.2321
3746,2011-07-08,30.651,79.519,Uttarakhand,0.8,1.1771,0.68,1.6158,0.1308
3749,2011-07-09,30.741,79.493,Uttarakhand,0.81,1.2091,0.67,1.41,0.1348
3750,2011-07-09,30.765,78.593,Uttarakhand,0.84,1.3204,0.74,1.4533,0.1266
3751,2011-07-09,30.733,79.069,Uttarakhand,0.81,1.2091,0.67,1.41,0.1348
3752,2011-07-09,31.019,78.413,Uttarakhand,0.82,1.0774,0.77,1.2229,0.1065
3757,2011-07-10,30.733,78.44,Uttarakhand,0.92,1.5031,0.83,1.6306,0.1612
3759,2011-07-11,30.506,79.113,Uttarakhand,0.81,1.0862,0.69,1.5764,0.1215
3819,2011-07-21,30.404,79.332,Uttarakhand,0.84,1.0406,0.76,1.8972,0.1062
3820,2011-07-21,30.167,78.112,Uttarakhand,0.83,1.3613,0.82,1.798,0.182
3821,2011-07-21,29.733,79.637,Uttarakhand,0.89,1.3223,0.87,1.6711,0.1648
3859,2011-07-29,30.012,78.197,Uttarakhand,0.87,1.3609,0.89,1.8467,0.1708
3899,2011-08-08,30.226,78.376,Uttarakhand,0.87,1.0756,0.9,1.4627,0.1203
3900,2011-08-08,30.652,79.557,Uttarakhand,0.85,0.8766,0.83,1.7809,0.0683
3905,2011-08-10,30.283,78.304,Uttarakhand,0.9,0.777,0.92,1.1348,0.0671
3913,2011-08-12,29.912,78.172,Uttarakhand,0.87,0.9772,0.89,1.2425,0.1058
3914,2011-08-12,28.867,79.568,Uttarakhand,0.83,0.96,0.76,0.9358,0.1231
4090,2011-12-10,29.913,79.353,Uttarakhand,0.64,0.8454,0.64,0.7847,0.0915
4240,2012-03-04,29.58,80.212,Uttarakhand,0.58,0.217,0.61,-0.4281,0.0348
4445,2012-07-05,30.128,78.322,Uttarakhand,0.42,-0.8468,0.46,-0.4516,-0.1125
6310,2012-08-06,30.488,78.037,Uttarakhand,0.81,-0.1494,0.8,0.097,-0.0135
4472,2012-08-14,30.736,78.44,Uttarakhand,0.93,0.7308,0.89,0.5239,0.0428
4481,2012-08-17,30.659,79.561,Uttarakhand,0.86,0.8215,0.73,0.4357,0.0656
4487,2012-08-17,30.618,78.323,Uttarakhand,0.92,0.802,0.89,0.5552,0.07
4551,2012-09-14,29.841,79.776,Uttarakhand,0.86,1.1199,0.81,0.93,0.1091
4550,2012-09-14,30.285,78.983,Uttarakhand,0.97,1.7491,0.99,1.7875,0.1013
4914,2013-06-13,30.739,78.531,Uttarakhand,0.82,1.6899,0.66,1.4722,0.3113
4928,2013-06-16,30.462,79.077,Uttarakhand,0.93,2.8143,0.69,3.1348,0.4296
4929,2013-06-16,30.495,78.388,Uttarakhand,0.96,2.9393,0.77,3.9658,0.4995
4930,2013-06-16,30.885,78.67,Uttarakhand,0.93,2.6672,0.81,3.7316,0.3586
4931,2013-06-16,29.799,80.417,Uttarakhand,0.62,1.2871,0.54,0.6309,0.1816
4924,2013-06-17,30.735,79.067,Uttarakhand,0.91,2.6617,0.75,4.1525,0.4015
4936,2013-06-17,30.695,79.054,Uttarakhand,0.94,2.2192,0.86,4.5701,0.3938
4940,2013-06-17,30.307,78.017,Uttarakhand,0.93,2.7365,0.85,5.0869,0.4597
4943,2013-06-17,29.599,79.659,Uttarakhand,0.9,2.9908,0.78,4.4004,0.4624
4949,2013-06-18,30.38,78.502,Uttarakhand,0.87,1.7757,0.85,4.1921,0.3118
4966,2013-06-19,29.594,79.681,Uttarakhand,0.78,2.0935,0.75,3.5669,0.3223
4978,2013-06-24,30.454,78.391,Uttarakhand,0.88,2.2067,0.8,3.2682,0.3421
4974,2013-06-24,30.409,79.058,Uttarakhand,0.91,1.8495,0.84,3.1374,0.2898
4975,2013-06-25,30.252,78.923,Uttarakhand,0.94,2.0737,0.89,3.7866,0.3114
5022,2013-07-04,29.58,80.221,Uttarakhand,0.86,1.2635,0.85,1.9844,0.1627
5023,2013-07-04,30.071,80.239,Uttarakhand,0.83,1.6492,0.8,2.6003,0.2081
5024,2013-07-04,30.172,80.858,Uttarakhand,0.74,1.6144,0.7,1.9528,0.2126
5068,2013-07-10,30.363,79.214,Uttarakhand,0.86,1.5928,0.83,3.7085,0.1781
5086,2013-07-12,29.38,79.463,Uttarakhand,0.89,1.7327,0.89,2.5105,0.224
5088,2013-07-12,29.38,79.463,Uttarakhand,0.89,1.7327,0.89,2.5105,0.224
5129,2013-07-18,30.404,79.331,Uttarakhand,0.89,1.6047,0.88,3.6447,0.1674
5130,2013-07-18,30.731,78.435,Uttarakhand,0.91,1.5884,0.92,2.4193,0.1831
5139,2013-07-19,30.072,80.237,Uttarakhand,0.91,1.6121,0.91,2.679,0.1966
5176,2013-07-23,30.194,79.194,Uttarakhand,0.96,1.2092,0.99,2.0448,0.1238
5177,2013-07-23,30.29,79.151,Uttarakhand,0.9,1.6009,0.93,3.8917,0.1591
5178,2013-07-24,30.461,79.477,Uttarakhand,0.92,1.7763,0.92,3.6821,0.1751
5179,2013-07-24,30.262,79.219,Uttarakhand,0.92,1.7763,0.92,3.6821,0.1751
5181,2013-07-24,30.273,79.233,Uttarakhand,0.92,1.7763,0.92,3.6821,0.1751
5182,2013-07-24,30.301,79.363,Uttarakhand,0.92,1.7763,0.92,3.6821,0.1751
5183,2013-07-24,30.306,79.329,Uttarakhand,0.92,1.7763,0.92,3.6821,0.1751
5184,2013-07-24,30.906,78.091,Uttarakhand,0.94,1.6429,0.93,2.1394,0.1564
5195,2013-07-25,30.404,79.328,Uttarakhand,0.91,1.6628,0.93,3.7049,0.1615
5196,2013-07-25,30.893,78.48,Uttarakhand,0.94,1.924,0.98,3.316,0.1634
5197,2013-07-25,30.82,78.619,Uttarakhand,0.94,1.924,0.98,3.316,0.1634
5198,2013-07-25,30.893,78.48,Uttarakhand,0.94,1.924,0.98,3.316,0.1634
5199,2013-07-25,30.787,78.617,Uttarakhand,0.94,1.924,0.98,3.316,0.1634
5208,2013-07-26,30.284,79.25,Uttarakhand,0.9,1.5523,0.92,3.5016,0.1485
5209,2013-07-26,30.654,78.337,Uttarakhand,0.91,1.3121,0.94,2.0593,0.1402
5215,2013-07-27,30.452,78.754,Uttarakhand,0.94,1.1568,0.98,2.2184,0.1008
5224,2013-07-28,29.996,80.201,Uttarakhand,0.93,1.5987,0.94,2.4879,0.186
5225,2013-07-28,30.819,78.615,Uttarakhand,0.93,1.792,0.97,3.028,0.1432
5240,2013-07-31,30.382,78.095,Uttarakhand,0.95,1.551,0.96,1.9633,0.1556
5241,2013-07-31,29.595,79.663,Uttarakhand,0.94,1.4885,0.95,1.9879,0.1699
5285,2013-08-05,29.566,80.366,Uttarakhand,0.9,1.68,0.92,2.1038,0.2249
5320,2013-08-13,30.601,78.345,Uttarakhand,0.97,1.5162,0.99,1.6936,0.1306
5346,2013-08-17,31.034,78.725,Uttarakhand,0.96,2.1859,0.98,2.0215,0.128
5347,2013-08-17,30.729,78.44,Uttarakhand,0.98,1.5648,1.0,1.7629,0.0908
5358,2013-08-18,30.664,78.057,Uttarakhand,0.96,1.2603,0.99,1.5002,0.11
5359,2013-08-18,30.742,78.454,Uttarakhand,0.96,1.2068,1.0,1.7365,0.0698
5360,2013-08-18,30.364,79.316,Uttarakhand,0.93,1.6987,0.97,2.6043,0.1356
5361,2013-08-18,31.083,78.066,Uttarakhand,0.94,1.0626,0.95,1.3441,0.0835
5365,2013-08-20,30.629,78.33,Uttarakhand,0.96,1.2165,0.99,1.4364,0.1066
5410,2013-08-28,29.953,78.151,Uttarakhand,0.91,1.0735,0.96,1.365,0.1178
5567,2013-09-30,30.6,78.315,Uttarakhand,0.88,0.9704,0.88,0.969,0.0784
5608,2013-10-16,30.535,79.085,Uttarakhand,0.83,1.5813,0.8,1.9516,0.185
5611,2013-10-18,30.535,79.085,Uttarakhand,0.83,1.6099,0.79,1.9382,0.1914
6162,2014-07-19,30.431,78.08,Uttarakhand,0.79,0.5119,0.66,-0.246,0.0586
6167,2014-07-20,30.633,78.995,Uttarakhand,0.84,0.3091,0.75,0.107,0.0304
6177,2014-07-24,29.159,79.146,Uttarakhand,0.6,-0.2398,0.57,-0.1629,-0.0357
6184,2014-07-28,29.583,80.218,Uttarakhand,0.96,1.1523,0.89,0.8061,0.1374
6510,2014-08-15,30.118,78.747,Uttarakhand,0.95,1.1367,0.9,0.5246,0.0842
6525,2014-08-18,30.994,78.459,Uttarakhand,0.87,0.6209,0.87,1.0103,0.0366
6341,2014-09-11,30.688,79.048,Uttarakhand,0.88,0.0768,0.84,-0.1165,0.0046
6928,2015-03-31,30.615,79.81,Uttarakhand,0.73,1.9405,0.61,1.7803,0.2044
7111,2015-04-28,30.563,79.577,Uttarakhand,0.61,1.4352,0.58,1.7328,0.164
7110,2015-04-30,30.557,79.554,Uttarakhand,0.59,1.2394,0.57,1.4367,0.1432
6947,2015-06-21,30.026,78.628,Uttarakhand,0.53,0.0996,0.51,-0.5684,0.0164
7012,2015-06-25,30.684,79.048,Uttarakhand,0.74,0.7418,0.61,-0.1581,0.1114
7084,2015-07-06,29.393,79.453,Uttarakhand,0.82,1.6513,0.7,1.1062,0.203
7159,2015-07-10,29.391,79.455,Uttarakhand,0.85,1.586,0.74,1.1859,0.2004
7160,2015-07-11,30.38,78.486,Uttarakhand,0.93,1.5343,0.78,0.9656,0.1643
7161,2015-07-11,30.241,78.9,Uttarakhand,0.92,1.7951,0.79,1.196,0.217
7224,2015-07-19,30.73,78.438,Uttarakhand,0.86,0.553,0.8,0.6971,0.0548
7227,2015-07-19,30.071,80.236,Uttarakhand,0.78,0.5461,0.71,0.4905,0.0666
7270,2015-07-24,29.586,80.219,Uttarakhand,0.91,0.779,0.86,0.6514,0.0982
7294,2015-07-24,30.453,78.105,Uttarakhand,0.82,0.5544,0.8,0.8453,0.0608
7295,2015-07-24,30.452,78.144,Uttarakhand,0.82,0.5544,0.8,0.8453,0.0608
7296,2015-07-24,30.416,78.342,Uttarakhand,0.82,0.5544,0.8,0.8453,0.0608
7273,2015-07-26,30.241,78.901,Uttarakhand,0.86,0.6236,0.84,0.7309,0.0654
7297,2015-07-28,30.72,79.076,Uttarakhand,0.8,0.4637,0.66,0.3401,0.0429
7391,2015-08-01,31.036,78.858,Uttarakhand,0.85,0.6933,0.75,0.5551,0.0503
7308,2015-08-15,30.911,78.681,Uttarakhand,0.85,0.3556,0.78,0.3112,0.0206
7309,2015-08-15,30.786,78.616,Uttarakhand,0.85,0.3556,0.78,0.3112,0.0206
7310,2015-08-15,30.909,78.33,Uttarakhand,0.93,1.0013,0.93,1.2151,0.0778
7311,2015-08-15,30.649,79.527,Uttarakhand,0.82,0.3628,0.66,-0.1443,0.0288
9314,2016-05-22,30.306,78.065,Uttarakhand,0.36,-0.0146,0.49,-0.3242,-0.0017
9318,2016-05-23,30.701,77.864,Uttarakhand,0.39,0.2373,0.49,-0.32,0.0286
8032,2016-06-29,30.33,79.321,Uttarakhand,0.52,-0.7921,0.51,-0.6143,-0.0941
8367,2016-07-01,29.8,80.257,Uttarakhand,0.63,0.1655,0.56,-0.4229,0.021
9008,2016-07-16,30.335,78.511,Uttarakhand,0.87,0.7194,0.68,-0.5068,0.073
9002,2016-07-16,30.455,78.097,Uttarakhand,0.87,1.2782,0.66,-0.1394,0.1488
9017,2016-07-17,30.164,78.294,Uttarakhand,0.75,0.9045,0.58,-0.0507,0.1222
9020,2016-07-17,29.955,78.168,Uttarakhand,0.75,0.9045,0.58,-0.0507,0.1222
9166,2016-07-18,30.731,78.436,Uttarakhand,0.83,0.8614,0.74,0.5517,0.0986
9258,2016-07-31,30.975,78.438,Uttarakhand,0.82,0.2799,0.71,0.1456,0.0203
9449,2016-08-04,30.739,79.495,Uttarakhand,0.79,0.1717,0.67,0.1953,0.0138
9448,2016-08-06,29.587,80.215,Uttarakhand,0.94,0.9568,0.91,0.7773,0.0936
9849,2016-08-11,30.071,80.237,Uttarakhand,0.84,0.6452,0.78,0.5403,0.0636
9864,2016-08-16,29.351,79.451,Uttarakhand,0.87,0.5317,0.84,0.4875,0.0484
9915,2016-08-28,30.922,78.681,Uttarakhand,0.82,-0.2713,0.74,-0.2941,-0.0174
9912,2016-08-29,30.996,78.936,Uttarakhand,0.82,-0.2672,0.73,-0.3829,-0.0172
10066,2016-09-11,30.597,79.57,Uttarakhand,0.66,-1.1857,0.58,-0.7839,-0.1079
9630,2016-10-04,29.8521,80.553,Uttarakhand,0.58,-0.1337,0.56,-0.2581,-0.0174
10068,2017-04-06,30.814,78.618,Uttarakhand,0.69,0.6297,0.58,-0.0592,0.0662
10069,2017-04-06,30.615,78.316,Uttarakhand,0.64,1.5117,0.57,0.7728,0.173
10070,2017-04-06,31.013,78.884,Uttarakhand,0.69,0.6297,0.58,-0.0592,0.0662
10073,2017-04-06,30.504,79.488,Uttarakhand,0.66,1.4242,0.52,0.076,0.171
9802,2017-05-20,30.565,79.562,Uttarakhand,0.6,1.504,0.52,0.4283,0.1697
9809,2017-05-20,30.733,79.492,Uttarakhand,0.6,1.504,0.52,0.4283,0.1697
9706,2017-06-06,30.336,79.32,Uttarakhand,0.6,1.0873,0.52,0.3178,0.1551
10006,2017-07-05,29.889,80.565,Uttarakhand,0.66,0.9594,0.57,0.482,0.127
10067,2017-07-07,30.241,78.898,Uttarakhand,0.8,1.0895,0.72,0.8135,0.1299
10071,2017-07-11,30.413,78.084,Uttarakhand,0.82,1.1234,0.71,0.7675,0.1351
10866,2017-07-11,29.834,80.269,Uttarakhand,0.86,1.4572,0.74,1.2896,0.1914
10072,2017-07-13,30.239,77.956,Uttarakhand,0.66,0.5075,0.61,0.5088,0.0703
12881,2017-09-03,30.739,78.374,Uttarakhand,0.91,0.6517,0.93,0.7782,0.0548
13214,2017-12-14,29.42,80.244,Uttarakhand,0.63,0.4953,0.65,0.3154,0.0568
12880,2018-04-27,30.741,78.527,Uttarakhand,0.45,-0.1251,0.56,-0.3913,-0.0164
11317,2018-05-08,30.652,79.52,Uttarakhand,0.56,0.9789,0.5,-0.1304,0.1124
11513,2018-06-01,30.722,78.445,Uttarakhand,0.42,-0.056,0.55,-0.5579,-0.0091
14102,2018-08-09,30.821,78.233,Uttarakhand,0.93,1.1521,0.91,1.1976,0.0879
14194,2018-08-10,30.04,80.314,Uttarakhand,0.72,0.5641,0.66,0.406,0.0706
14081,2018-08-11,30.917,78.684,Uttarakhand,0.8,-0.4253,0.7,-0.3176,-0.024
14577,2018-08-18,29.384,79.463,Uttarakhand,0.85,0.2868,0.83,0.3499,0.0259
14530,2018-08-25,29.387,79.461,Uttarakhand,0.92,1.0375,0.89,0.877,0.0893
12882,2018-08-29,30.359,78.377,Uttarakhand,0.94,0.9619,0.96,1.0435,0.0831
13796,2018-08-30,30.272,79.45,Uttarakhand,0.8,0.0953,0.66,-0.2717,0.0076
14464,2018-09-03,30.291,78.487,Uttarakhand,0.91,0.4108,0.88,0.2333,0.0245
14572,2018-09-13,31.019,78.045,Uttarakhand,0.94,1.4771,0.95,1.6438,0.098
13834,2018-12-21,30.517,79.092,Uttarakhand,0.44,-0.2931,0.5,-0.4039,-0.0398
