event_id,event_date,latitude,longitude,state,soil_moisture,soil_moisture_anomaly,soil_moisture_rootzone,soil_moisture_rootzone_anomaly,soil_moisture_anomaly_diff
585,2008-06-14,27.1,93.629,Arunachal Pradesh,0.85,1.2112,0.76,0.6435,0.1088
870,2008-10-29,27.4,92.35,Arunachal Pradesh,0.81,0.3488,0.81,0.484,0.0092
1084,2009-08-12,27.7,92.8,Arunachal Pradesh,0.79,-1.1384,0.76,-1.396,-0.0481
1613,2010-04-03,27.9,93.35,Arunachal Pradesh,0.68,0.2815,0.67,0.7029,0.0065
1775,2010-04-21,27.897,96.178,Arunachal Pradesh,0.91,2.4306,0.86,2.52,0.2509
1930,2010-05-31,28.43,95.878,Arunachal Pradesh,0.88,1.4141,0.89,1.5522,0.1044
2405,2010-09-10,28.304,95.411,Arunachal Pradesh,0.97,2.0178,1.0,1.6128,0.0766
2411,2010-09-10,27.001,93.727,Arunachal Pradesh,0.95,1.3497,0.98,1.2565,0.066
2539,2010-10-03,28.309,95.415,Arunachal Pradesh,0.9,0.5765,0.93,0.6341,0.0207
2743,2010-11-22,27.58,91.857,Arunachal Pradesh,0.74,0.5155,0.72,0.658,0.0125
3269,2011-03-22,28.079,96.524,Arunachal Pradesh,0.79,2.1494,0.74,2.3332,0.1795
3776,2011-07-15,27.125,93.715,Arunachal Pradesh,0.88,0.6027,0.86,0.414,0.0377
3789,2011-07-16,27.274,92.906,Arunachal Pradesh,0.88,0.0097,0.91,0.2079,0.0005
3806,2011-07-19,27.103,93.688,Arunachal Pradesh,0.94,1.5079,0.92,1.0283,0.0929
3881,2011-08-05,27.103,93.689,Arunachal Pradesh,0.91,0.859,0.92,0.8145,0.0528
3912,2011-08-12,27.44,92.283,Arunachal Pradesh,0.83,-0.1924,0.82,-0.3874,-0.0081
3925,2011-08-15,27.489,93.015,Arunachal Pradesh,0.92,0.5949,0.94,0.2799,0.0218
4313,2012-04-08,28.466,95.86,Arunachal Pradesh,0.68,-0.6033,0.65,-0.548,-0.0274
4378,2012-06-02,28.825,96.152,Arunachal Pradesh,0.68,-0.2686,0.64,-0.4653,-0.0209
4392,2012-06-06,29.241,95.976,Arunachal Pradesh,0.7,-0.05,0.67,-0.1447,-0.0038
4435,2012-06-25,27.174,95.801,Arunachal Pradesh,0.96,1.4065,0.9,1.0411,0.1326
4436,2012-06-25,26.999,95.499,Arunachal Pradesh,0.96,1.4065,0.9,1.0411,0.1326
4446,2012-07-05,28.999,94.889,Arunachal Pradesh,0.85,0.5101,0.84,0.5135,0.0345
4570,2012-09-19,27.846,95.225,Arunachal Pradesh,0.98,2.1627,1.0,1.5652,0.0752
4757,2013-02-18,28.119,95.165,Arunachal Pradesh,0.66,0.0827,0.62,-0.1956,0.0033
4798,2013-04-07,28.825,96.151,Arunachal Pradesh,0.72,0.8176,0.68,0.5792,0.048
4892,2013-06-01,27.878,94.25,Arunachal Pradesh,0.77,0.1194,0.73,-0.0543,0.011
5250,2013-08-01,27.884,93.052,Arunachal Pradesh,0.89,0.9219,0.92,1.0105,0.0356
5441,2013-09-02,28.611,94.983,Arunachal Pradesh,0.91,0.7202,0.93,0.6919,0.0294
5442,2013-09-02,27.161,93.753,Arunachal Pradesh,0.95,1.3938,0.98,1.3128,0.0656
6015,2014-05-08,27.903,96.174,Arunachal Pradesh,0.73,0.4611,0.62,-0.4537,0.0477
6105,2014-06-27,28.921,95.343,Arunachal Pradesh,0.75,-0.2855,0.7,-0.5637,-0.0233
6200,2014-08-17,27.087,93.609,Arunachal Pradesh,0.91,0.6013,0.93,0.6694,0.0363
6222,2014-10-01,27.125,93.771,Arunachal Pradesh,0.93,1.1009,0.96,1.0722,0.0546
6971,2015-06-09,27.099,93.816,Arunachal Pradesh,0.91,2.1061,0.88,2.3944,0.1884
7214,2015-07-15,27.36,93.039,Arunachal Pradesh,0.91,0.6601,0.93,0.5425,0.0319
7887,2015-08-16,27.884,96.926,Arunachal Pradesh,0.89,0.1077,0.91,0.0052,0.0058
7334,2015-08-18,28.174,94.76,Arunachal Pradesh,0.94,0.8534,0.97,0.7026,0.0326
7655,2016-04-22,27.58,91.857,Arunachal Pradesh,0.78,2.7959,0.74,2.9171,0.1097
9428,2016-04-23,27.552,91.752,Arunachal Pradesh,0.77,2.4813,0.73,2.5803,0.0982
9404,2016-05-01,28.082,96.532,Arunachal Pradesh,0.88,2.0087,0.89,2.5104,0.2071
9168,2016-06-13,27.644,93.871,Arunachal Pradesh,0.88,1.084,0.86,0.8981,0.0863
8237,2016-07-01,27.014,92.635,Arunachal Pradesh,0.8,0.2292,0.76,0.1383,0.0141
9010,2016-07-16,27.303,93.804,Arunachal Pradesh,0.97,1.5832,0.99,1.2069,0.0807
9087,2016-07-19,28.235,94.961,Arunachal Pradesh,0.95,0.907,0.99,0.9223,0.046
9252,2016-07-28,27.575,91.864,Arunachal Pradesh,0.87,1.7652,0.86,1.6148,0.0882
9464,2016-08-05,27.575,91.975,Arunachal Pradesh,0.84,1.1633,0.84,1.2633,0.0531
9869,2016-08-16,26.882,95.4,Arunachal Pradesh,0.93,0.6038,0.95,0.7711,0.0468
11174,2017-04-22,27.68,93.626,Arunachal Pradesh,0.7,0.5872,0.65,0.4119,0.0426
11173,2017-04-23,27.618,93.842,Arunachal Pradesh,0.72,0.8329,0.66,0.5437,0.0605
11171,2017-04-26,27.104,93.612,Arunachal Pradesh,0.75,1.7915,0.66,1.4649,0.156
11175,2017-05-03,27.827,93.624,Arunachal Pradesh,0.75,1.074,0.73,1.2474,0.05
9797,2017-05-24,27.77,93.51,Arunachal Pradesh,0.84,1.6395,0.82,1.6234,0.1076
9743,2017-06-04,27.059,93.542,Arunachal Pradesh,0.82,1.2693,0.8,1.7441,0.1167
9829,2017-06-19,27.07,93.615,Arunachal Pradesh,0.85,1.0433,0.83,1.1858,0.0938
11176,2017-06-20,28.108,94.183,Arunachal Pradesh,0.93,1.366,0.97,1.5416,0.1055
9834,2017-06-21,27.059,93.541,Arunachal Pradesh,0.84,0.8494,0.82,0.9697,0.075
9933,2017-06-30,27.048,93.619,Arunachal Pradesh,0.9,1.3019,0.88,1.203,0.0972
9934,2017-07-01,27.011,92.642,Arunachal Pradesh,0.79,0.1057,0.73,-0.1987,0.0066
9932,2017-07-01,27.106,93.66,Arunachal Pradesh,0.94,1.8258,0.93,1.7157,0.1333
9935,2017-07-01,27.082,93.608,Arunachal Pradesh,0.94,1.8258,0.93,1.7157,0.1333
9993,2017-07-05,27.979,94.263,Arunachal Pradesh,0.97,1.525,1.0,1.338,0.0922
9998,2017-07-05,27.985,94.213,Arunachal Pradesh,0.97,1.525,1.0,1.338,0.0922
11164,2017-07-09,27.107,93.652,Arunachal Pradesh,0.97,2.1188,0.98,2.0109,0.1403
11165,2017-07-09,27.093,93.619,Arunachal Pradesh,0.97,2.1188,0.98,2.0109,0.1403
11166,2017-07-09,27.077,93.598,Arunachal Pradesh,0.97,2.1188,0.98,2.0109,0.1403
11167,2017-07-09,27.116,93.796,Arunachal Pradesh,0.97,2.1188,0.98,2.0109,0.1403
11169,2017-07-09,27.06,93.501,Arunachal Pradesh,0.97,2.1188,0.98,2.0109,0.1403
11170,2017-07-09,27.142,93.665,Arunachal Pradesh,0.97,2.1188,0.98,2.0109,0.1403
11172,2017-07-09,27.084,93.605,Arunachal Pradesh,0.97,2.1188,0.98,2.0109,0.1403
11177,2017-07-11,27.584,91.877,Arunachal Pradesh,0.81,0.9888,0.78,0.8848,0.051
11168,2017-07-11,27.209,93.615,Arunachal Pradesh,0.97,2.1004,0.99,2.0575,0.1362
13263,2017-09-30,27.304,92.408,Arunachal Pradesh,0.85,0.1851,0.85,-0.1159,0.0056
14520,2018-09-14,27.104,93.645,Arunachal Pradesh,0.94,1.1949,0.97,1.1338,0.0581
130,2007-07-19,26.17,91.799,Assam,0.87,0.2057,0.83,-0.164,0.0137
213,2007-08-26,25.295,92.834,Assam,0.8,0.1289,0.77,-0.085,0.0093
264,2007-09-13,26.183,91.8,Assam,0.92,0.7788,0.93,0.6165,0.0313
545,2008-05-20,24.985,92.841,Assam,0.7,-0.1975,0.67,-0.4334,-0.0179
587,2008-06-15,27.23,94.099,Assam,0.79,0.4933,0.77,0.803,0.0472
714,2008-08-14,27.163,94.0,Assam,0.88,0.1501,0.89,0.2164,0.0093
868,2008-10-29,26.333,91.25,Assam,0.7,-0.3813,0.68,-0.2353,-0.0268
869,2008-10-29,27.233,94.117,Assam,0.83,0.2319,0.82,0.2283,0.0138
1109,2009-08-20,25.522,93.165,Assam,0.81,0.2275,0.77,-0.0836,0.016
1127,2009-08-27,25.172,93.123,Assam,0.84,0.0727,0.82,-0.0993,0.0052
1611,2010-04-01,25.155,93.028,Assam,0.86,2.8394,0.73,2.426,0.2517
1770,2010-04-20,26.197,91.763,Assam,0.85,2.0092,0.79,2.1212,0.1814
1771,2010-04-20,26.198,91.767,Assam,0.85,2.0092,0.79,2.1212,0.1814
1934,2010-06-03,24.601,92.381,Assam,0.93,1.3068,0.94,1.5282,0.1668
1961,2010-06-09,25.883,91.2,Assam,0.85,1.641,0.82,1.8354,0.1525
1987,2010-06-15,25.227,93.166,Assam,0.92,1.724,0.89,1.8325,0.1501
1994,2010-06-16,25.063,92.803,Assam,0.97,1.0568,0.99,1.4075,0.0876
2140,2010-07-25,25.048,92.801,Assam,0.94,0.213,0.96,0.4824,0.0131
2573,2010-10-09,25.18,93.008,Assam,0.96,1.7486,0.96,1.8588,0.1416
2574,2010-10-09,25.475,93.148,Assam,0.95,2.1076,0.95,2.1854,0.1729
2575,2010-10-09,25.524,92.991,Assam,0.95,2.1076,0.95,2.1854,0.1729
3532,2011-05-24,25.089,92.855,Assam,0.85,1.3965,0.78,1.0456,0.1252
3672,2011-06-29,25.513,93.361,Assam,0.85,1.409,0.79,0.9515,0.0974
3837,2011-07-24,26.584,93.004,Assam,0.88,0.4479,0.89,0.5257,0.028
3965,2011-09-06,24.808,93.117,Assam,0.94,1.4432,0.92,1.2674,0.11
3983,2011-09-23,26.155,91.735,Assam,0.93,0.9441,0.94,0.7463,0.0404
4377,2012-06-02,26.148,91.736,Assam,0.79,0.4401,0.73,0.1113,0.0357
4382,2012-06-03,25.118,92.857,Assam,0.84,1.1046,0.77,0.6132,0.0959
4383,2012-06-03,25.306,93.127,Assam,0.84,1.8344,0.77,1.4354,0.1342
4384,2012-06-03,25.178,93.012,Assam,0.84,1.1046,0.77,0.6132,0.0959
4424,2012-06-20,26.149,91.735,Assam,0.85,0.568,0.79,0.1808,0.0466
4426,2012-06-22,26.123,91.716,Assam,0.88,0.863,0.83,0.5357,0.0698
4434,2012-06-25,26.105,91.737,Assam,0.98,2.0932,0.93,1.5482,0.1613
4859,2013-05-11,26.177,91.76,Assam,0.88,2.3006,0.84,2.5395,0.1654
4860,2013-05-11,26.102,91.691,Assam,0.88,2.3006,0.84,2.5395,0.1654
4858,2013-05-11,26.166,91.714,Assam,0.88,2.3006,0.84,2.5395,0.1654
5584,2013-10-06,26.167,91.705,Assam,0.98,2.2878,0.98,1.5636,0.0957
5582,2013-10-06,26.131,91.838,Assam,0.98,2.2878,0.98,1.5636,0.0957
6016,2014-05-10,24.867,92.358,Assam,0.89,1.0564,0.82,0.689,0.1034
6106,2014-06-27,26.141,91.765,Assam,0.8,-0.2866,0.77,-0.2823,-0.0217
6107,2014-06-27,26.184,91.79,Assam,0.8,-0.2866,0.77,-0.2823,-0.0217
6110,2014-06-27,26.162,91.77,Assam,0.8,-0.2866,0.77,-0.2823,-0.0217
6112,2014-06-28,26.196,91.765,Assam,0.8,-0.3286,0.76,-0.4361,-0.0243
6282,2014-09-22,26.11,91.775,Assam,0.97,1.8756,0.94,0.7463,0.0804
6283,2014-09-22,26.131,91.755,Assam,0.97,1.8756,0.94,0.7463,0.0804
6284,2014-09-22,26.132,91.834,Assam,0.97,1.8756,0.94,0.7463,0.0804
6285,2014-09-22,26.159,91.818,Assam,0.97,1.8756,0.94,0.7463,0.0804
6286,2014-09-22,26.104,91.708,Assam,0.97,1.8756,0.94,0.7463,0.0804
6287,2014-09-22,26.13,91.706,Assam,0.97,1.8756,0.94,0.7463,0.0804
6288,2014-09-22,26.199,91.8,Assam,0.97,1.8756,0.94,0.7463,0.0804
6289,2014-09-22,26.1,91.685,Assam,0.97,1.8756,0.94,0.7463,0.0804
6292,2014-09-23,25.724,89.903,Assam,0.97,0.9734,0.99,0.9312,0.1198
6775,2015-02-14,26.147,91.647,Assam,0.66,-0.6951,0.63,-0.9457,-0.03
6786,2015-02-20,24.611,92.562,Assam,0.48,0.0955,0.5,0.0971,0.007
7591,2015-03-19,25.032,92.458,Assam,0.6,-0.0137,0.63,-0.4638,-0.0015
7253,2015-07-22,24.798,92.997,Assam,0.94,1.5379,0.93,1.5955,0.1165
7276,2015-07-25,26.106,91.872,Assam,0.91,0.7235,0.91,0.6626,0.0477
7728,2015-08-22,26.103,91.881,Assam,0.91,0.526,0.93,0.6804,0.0222
7923,2015-09-01,26.493,91.721,Assam,0.92,1.5328,0.92,1.6828,0.0825
7933,2015-09-01,26.187,91.674,Assam,0.95,1.5451,0.96,1.2006,0.0593
8339,2015-09-23,26.167,91.704,Assam,0.97,1.8795,0.99,1.6012,0.0804
9334,2016-05-18,24.52,92.726,Assam,0.95,1.8787,0.96,2.2476,0.2546
9335,2016-05-18,24.52,92.724,Assam,0.95,1.8787,0.96,2.2476,0.2546
9336,2016-05-18,24.531,92.512,Assam,0.95,1.8787,0.96,2.2476,0.2546
9338,2016-05-18,24.464,92.494,Assam,0.95,1.8787,0.96,2.2476,0.2546
8222,2016-06-22,26.196,91.783,Assam,0.92,1.3579,0.92,1.5272,0.1098
8684,2016-07-07,25.961,91.368,Assam,0.9,1.5361,0.88,1.4027,0.1212
8995,2016-07-14,26.196,91.807,Assam,0.92,1.0398,0.95,1.3337,0.0687
8996,2016-07-14,26.177,91.77,Assam,0.92,1.0398,0.95,1.3337,0.0687
9051,2016-07-19,26.097,91.874,Assam,0.97,1.6966,0.99,1.676,0.1126
9122,2016-07-20,26.197,91.802,Assam,0.97,1.6802,0.99,1.6585,0.1113
9917,2016-09-01,24.769,92.821,Assam,0.92,1.1789,0.92,1.2658,0.0877
10972,2016-12-15,26.192,91.81,Assam,0.79,0.3566,0.77,0.3894,0.0144
10973,2016-12-15,26.182,91.772,Assam,0.79,0.3566,0.77,0.3894,0.0144
10976,2017-04-04,25.118,92.854,Assam,0.91,3.4222,0.84,4.4993,0.2925
10977,2017-04-04,25.482,93.142,Assam,0.86,3.4122,0.82,4.6846,0.2451
10978,2017-04-04,25.132,93.047,Assam,0.91,3.4222,0.84,4.4993,0.2925
10979,2017-04-04,25.195,93.173,Assam,0.91,3.4222,0.84,4.4993,0.2925
10980,2017-04-04,25.181,93.118,Assam,0.91,3.4222,0.84,4.4993,0.2925
10974,2017-04-05,26.161,91.853,Assam,0.83,2.4793,0.82,3.6922,0.1818
10975,2017-04-30,25.619,92.709,Assam,0.92,2.1497,0.92,2.5101,0.1927
9750,2017-06-04,25.152,92.947,Assam,0.92,2.0262,0.92,2.6837,0.1759
11178,2017-06-19,26.964,92.783,Assam,0.77,0.3682,0.72,0.2686,0.0266
9949,2017-07-03,26.1,91.874,Assam,0.93,1.4349,0.94,1.5187,0.0955
9951,2017-07-03,26.106,91.852,Assam,0.93,1.4349,0.94,1.5187,0.0955
9952,2017-07-03,26.104,91.862,Assam,0.93,1.4349,0.94,1.5187,0.0955
9972,2017-07-03,26.222,91.921,Assam,0.93,1.4349,0.94,1.5187,0.0955
9940,2017-07-03,26.205,91.872,Assam,0.93,1.4349,0.94,1.5187,0.0955
10005,2017-07-06,26.11,91.803,Assam,0.95,1.7506,0.97,1.8344,0.1107
11162,2017-07-09,26.566,93.132,Assam,0.94,1.637,0.96,1.7395,0.1079
10004,2017-07-10,26.145,91.794,Assam,0.96,1.8099,0.98,1.8386,0.1162
10007,2017-07-10,26.19,91.773,Assam,0.96,1.8099,0.98,1.8386,0.1162
11163,2017-07-10,26.951,93.867,Assam,0.97,2.1063,0.99,2.0845,0.1382
14086,2018-12-18,25.196,93.134,Assam,0.85,2.3955,0.71,0.463,0.1709
177,2007-08-12,32.733,77.591,Himachal Pradesh,0.73,0.1279,0.69,-0.1214,0.0107
178,2007-08-12,32.099,76.267,Himachal Pradesh,0.67,-0.3177,0.64,-0.4379,-0.0437
481,2008-03-17,32.286,77.161,Himachal Pradesh,0.61,-0.6957,0.61,-0.5925,-0.0727
568,2008-06-03,31.208,77.193,Himachal Pradesh,0.63,0.9824,0.65,1.0656,0.1745
592,2008-06-18,32.371,77.247,Himachal Pradesh,0.66,0.803,0.63,0.5943,0.0925
697,2008-08-08,31.13,77.09,Himachal Pradesh,0.87,1.7415,0.83,1.8111,0.1816
715,2008-08-14,31.0,77.12,Himachal Pradesh,0.92,2.0385,0.94,2.5425,0.2172
725,2008-08-17,31.1,77.16,Himachal Pradesh,0.91,1.8298,0.94,2.3687,0.2002
796,2008-09-19,30.56,77.3,Himachal Pradesh,0.92,1.3727,0.89,0.9614,0.1244
797,2008-09-19,31.1,77.165,Himachal Pradesh,0.91,1.9607,0.84,1.5019,0.2292
798,2008-09-19,31.587,78.315,Himachal Pradesh,0.76,0.5671,0.69,0.2191,0.052
942,2008-12-21,30.895,77.089,Himachal Pradesh,0.47,1.0562,0.49,1.2569,0.0798
1134,2009-09-03,32.351,77.223,Himachal Pradesh,0.65,-1.1194,0.62,-1.2188,-0.0884
1149,2009-09-10,31.549,76.9,Himachal Pradesh,0.82,0.4289,0.74,-0.2331,0.0392
1153,2009-09-10,31.883,78.617,Himachal Pradesh,0.65,0.4066,0.6,-0.3639,0.0308
1154,2009-09-10,32.404,77.58,Himachal Pradesh,0.72,-0.2704,0.66,-0.8311,-0.02
1157,2009-09-13,31.103,77.163,Himachal Pradesh,0.73,0.2331,0.7,0.1498,0.0254
1962,2010-06-09,31.099,77.172,Himachal Pradesh,0.48,1.3745,0.49,2.0498,0.1809
2046,2010-07-07,32.373,77.25,Himachal Pradesh,0.58,-0.1745,0.55,-0.3871,-0.0188
2047,2010-07-07,32.219,78.072,Himachal Pradesh,0.48,-0.3362,0.46,-0.4441,-0.0456
2048,2010-07-07,32.66,76.853,Himachal Pradesh,0.59,-0.478,0.56,-0.5987,-0.0573
2049,2010-07-07,31.504,77.952,Himachal Pradesh,0.58,-0.1485,0.55,-0.2134,-0.0157
2050,2010-07-07,31.645,78.435,Himachal Pradesh,0.58,-0.1485,0.55,-0.2134,-0.0157
2051,2010-07-07,31.101,77.179,Himachal Pradesh,0.71,1.7459,0.66,1.8585,0.2108
2056,2010-07-11,32.304,77.211,Himachal Pradesh,0.59,-0.1956,0.55,-0.4887,-0.0212
2091,2010-07-17,30.636,77.544,Himachal Pradesh,0.67,0.105,0.64,0.0956,0.0136
2135,2010-07-25,32.207,76.364,Himachal Pradesh,0.76,1.0141,0.72,0.9524,0.1422
2136,2010-07-25,30.904,77.097,Himachal Pradesh,0.73,0.9395,0.69,1.0145,0.1246
2137,2010-07-25,30.559,77.289,Himachal Pradesh,0.78,0.5698,0.74,0.5259,0.0715
2139,2010-07-25,31.105,77.173,Himachal Pradesh,0.73,0.9395,0.69,1.0145,0.1246
2138,2010-07-25,31.093,77.168,Himachal Pradesh,0.73,0.9395,0.69,1.0145,0.1246
2183,2010-07-31,31.066,77.133,Himachal Pradesh,0.85,1.6704,0.77,1.5378,0.2086
2198,2010-08-04,32.757,77.414,Himachal Pradesh,0.63,1.0004,0.59,0.9139,0.093
2215,2010-08-06,32.371,77.247,Himachal Pradesh,0.8,1.0924,0.78,1.0739,0.0977
2234,2010-08-11,31.958,77.11,Himachal Pradesh,0.91,0.9123,0.94,1.2034,0.0796
2242,2010-08-13,30.852,76.991,Himachal Pradesh,0.81,1.0595,0.76,0.922,0.1106
2246,2010-08-14,30.901,77.096,Himachal Pradesh,0.8,0.938,0.77,0.9801,0.0989
2305,2010-08-21,31.53,77.776,Himachal Pradesh,0.94,1.4133,0.95,1.5388,0.0998
2340,2010-08-26,32.703,75.957,Himachal Pradesh,0.92,1.116,0.96,1.2711,0.1319
2397,2010-09-06,32.099,77.15,Himachal Pradesh,0.91,0.8816,0.94,1.064,0.0722
2427,2010-09-14,32.311,77.22,Himachal Pradesh,0.86,1.7012,0.88,1.7879,0.1206
2432,2010-09-15,31.414,77.895,Himachal Pradesh,0.86,1.5463,0.81,1.5915,0.1404
2457,2010-09-19,31.563,77.98,Himachal Pradesh,0.9,2.0742,0.85,2.1066,0.1893
2460,2010-09-19,31.984,77.189,Himachal Pradesh,0.94,2.1581,0.97,2.101,0.1549
2461,2010-09-19,31.458,78.211,Himachal Pradesh,0.9,2.0742,0.85,2.1066,0.1893
2462,2010-09-19,30.909,77.11,Himachal Pradesh,0.9,1.855,0.91,2.0794,0.2147
2463,2010-09-19,31.119,77.509,Himachal Pradesh,1.0,2.1616,1.0,1.7457,0.12
2464,2010-09-19,30.954,77.506,Himachal Pradesh,1.0,2.1616,1.0,1.7457,0.12
2465,2010-09-19,31.416,77.415,Himachal Pradesh,0.98,2.0596,0.99,2.0549,0.1559
2466,2010-09-19,30.874,76.958,Himachal Pradesh,0.9,1.855,0.91,2.0794,0.2147
2467,2010-09-19,30.72,77.17,Himachal Pradesh,0.9,1.884,0.91,2.1151,0.2444
2468,2010-09-19,30.904,77.097,Himachal Pradesh,0.9,1.855,0.91,2.0794,0.2147
2469,2010-09-19,30.901,77.467,Himachal Pradesh,1.0,2.1616,1.0,1.7457,0.12
2475,2010-09-20,31.158,77.716,Himachal Pradesh,0.98,1.8441,1.0,1.7883,0.1028
2479,2010-09-20,31.57,78.284,Himachal Pradesh,0.88,1.8747,0.86,2.231,0.172
2480,2010-09-20,31.944,77.118,Himachal Pradesh,0.92,1.347,0.95,1.5526,0.1076
2477,2010-09-21,31.184,76.991,Himachal Pradesh,0.89,1.8097,0.9,2.04,0.2143
2488,2010-09-22,31.022,77.104,Himachal Pradesh,0.91,1.9961,0.92,2.2337,0.2397
2538,2010-10-03,30.914,76.818,Himachal Pradesh,0.84,1.8155,0.86,2.1929,0.2321
2546,2010-10-04,30.955,77.179,Himachal Pradesh,0.84,1.8615,0.85,2.172,0.238
2596,2010-10-15,31.437,78.236,Himachal Pradesh,0.83,2.0945,0.76,1.7649,0.1952
3146,2011-02-25,32.187,77.177,Himachal Pradesh,0.68,0.5306,0.68,0.4304,0.0583
3174,2011-03-05,32.1,77.159,Himachal Pradesh,0.68,0.517,0.68,0.3702,0.0612
3611,2011-06-14,32.361,77.231,Himachal Pradesh,0.66,0.8098,0.63,0.5799,0.0944
3618,2011-06-17,31.564,77.98,Himachal Pradesh,0.6,0.6976,0.57,0.5101,0.0941
3666,2011-06-29,32.432,77.215,Himachal Pradesh,0.69,0.987,0.66,0.8543,0.1097
3667,2011-06-29,32.228,77.19,Himachal Pradesh,0.74,1.6332,0.68,1.3378,0.1692
3745,2011-07-08,30.921,77.021,Himachal Pradesh,0.58,0.5944,0.56,0.6892,0.0738
3747,2011-07-08,32.324,77.194,Himachal Pradesh,0.68,0.7262,0.66,0.7402,0.0783
3756,2011-07-10,31.71,76.933,Himachal Pradesh,0.73,1.0783,0.67,0.8662,0.1278
3763,2011-07-12,31.106,77.178,Himachal Pradesh,0.57,0.2451,0.57,0.4891,0.0319
3777,2011-07-15,32.349,77.218,Himachal Pradesh,0.73,0.9815,0.68,0.74,0.1051
3839,2011-07-25,32.19,77.187,Himachal Pradesh,0.82,0.5925,0.81,0.6104,0.0654
3884,2011-08-07,31.691,77.132,Himachal Pradesh,0.81,0.5375,0.77,0.4965,0.0529
3890,2011-08-07,31.715,77.022,Himachal Pradesh,0.81,0.5375,0.77,0.4965,0.0529
3894,2011-08-07,31.077,77.392,Himachal Pradesh,0.93,0.724,0.97,1.2875,0.0484
3895,2011-08-07,31.077,77.391,Himachal Pradesh,0.93,0.724,0.97,1.2875,0.0484
3888,2011-08-07,31.24,77.926,Himachal Pradesh,0.9,0.7987,0.9,1.1528,0.063
3889,2011-08-07,31.708,76.932,Himachal Pradesh,0.81,0.5375,0.77,0.4965,0.0529
3917,2011-08-13,31.708,76.931,Himachal Pradesh,0.86,0.9328,0.83,0.9219,0.084
4202,2012-02-16,32.566,76.12,Himachal Pradesh,0.66,0.2475,0.64,0.1061,0.0284
4447,2012-07-05,31.107,77.209,Himachal Pradesh,0.65,-0.9005,0.66,-0.702,-0.0854
4497,2012-08-18,32.228,78.071,Himachal Pradesh,0.69,0.3072,0.58,-0.3442,0.037
4498,2012-08-18,32.18,77.195,Himachal Pradesh,0.83,0.6598,0.75,-0.0307,0.0496
4513,2012-08-24,32.1,76.27,Himachal Pradesh,0.68,-0.3262,0.64,-0.5836,-0.0442
4514,2012-08-24,31.709,76.931,Himachal Pradesh,0.81,0.2579,0.77,0.0434,0.0254
4515,2012-08-24,30.74,77.285,Himachal Pradesh,0.92,0.958,0.95,1.1174,0.0943
4516,2012-08-24,30.904,77.097,Himachal Pradesh,0.73,0.1447,0.68,-0.076,0.0173
4565,2012-09-18,31.023,77.103,Himachal Pradesh,0.82,1.1639,0.8,1.1316,0.1347
4912,2013-06-12,31.49,76.704,Himachal Pradesh,0.57,1.1874,0.49,0.1735,0.1781
4913,2013-06-12,31.488,76.67,Himachal Pradesh,0.57,1.1874,0.49,0.1735,0.1781
4916,2013-06-12,32.211,76.283,Himachal Pradesh,0.54,1.8699,0.43,0.6603,0.2169
4917,2013-06-12,32.555,76.125,Himachal Pradesh,0.59,1.0594,0.53,0.1021,0.1121
4920,2013-06-15,31.517,78.098,Himachal Pradesh,0.69,1.4038,0.6,0.9222,0.1922
4925,2013-06-16,31.455,78.2,Himachal Pradesh,0.84,2.4855,0.68,1.9078,0.3385
4926,2013-06-16,30.674,77.354,Himachal Pradesh,0.94,3.4099,0.77,4.1052,0.5466
4927,2013-06-16,30.573,77.652,Himachal Pradesh,0.94,3.4099,0.77,4.1052,0.5466
4932,2013-06-16,31.348,77.461,Himachal Pradesh,0.96,3.0699,0.79,3.4947,0.4344
4933,2013-06-16,31.599,78.438,Himachal Pradesh,0.86,2.8413,0.82,3.0888,0.2698
4946,2013-06-17,31.622,78.019,Himachal Pradesh,0.88,2.7735,0.76,2.8933,0.3741
5013,2013-07-03,31.072,77.14,Himachal Pradesh,0.62,1.289,0.6,1.5131,0.1514
5043,2013-07-06,31.991,76.791,Himachal Pradesh,0.77,1.1688,0.76,1.3246,0.1239
5044,2013-07-06,31.163,77.724,Himachal Pradesh,0.88,1.5253,0.86,1.9773,0.1446
5049,2013-07-07,31.56,77.168,Himachal Pradesh,0.74,1.4238,0.67,1.1234,0.16
5050,2013-07-07,31.703,76.936,Himachal Pradesh,0.74,1.4238,0.67,1.1234,0.16
5051,2013-07-07,31.702,76.973,Himachal Pradesh,0.74,1.4238,0.67,1.1234,0.16
5052,2013-07-07,31.709,76.93,Himachal Pradesh,0.74,1.4238,0.67,1.1234,0.16
5053,2013-07-07,31.967,76.852,Himachal Pradesh,0.8,1.3861,0.76,1.238,0.148
5054,2013-07-07,31.702,76.942,Himachal Pradesh,0.74,1.4238,0.67,1.1234,0.16
5047,2013-07-07,31.88,76.916,Himachal Pradesh,0.8,1.3861,0.76,1.238,0.148
5097,2013-07-14,31.471,77.675,Himachal Pradesh,0.88,1.76,0.87,2.3238,0.1766
5098,2013-07-14,32.17,77.179,Himachal Pradesh,0.84,1.2324,0.83,1.3572,0.1414
5099,2013-07-14,30.674,77.354,Himachal Pradesh,0.88,1.8749,0.89,2.5249,0.2448
5100,2013-07-14,31.673,76.534,Himachal Pradesh,0.58,0.648,0.59,0.9249,0.0871
